"Enrique Rodríguez ; Armando Moreno, Omar Quiroz, Carlos Galán",Enrique Rodríguez,"Armando Moreno, Omar Quiroz, Oscar Galán"
Enrique Discepolo ; Tania,Enrique Discépolo,Tania
Quintin Verdu ; Instrumental,,
Osvaldo Fresedo ; Hugo Marcel,Osvaldo Fresedo,Hugo Marcel
"Orquesta Tipica Victor ; Luis Diaz, Carlos Lafuente",Orquesta Típica Víctor,"Carlos Lafuente, Luis Díaz"
Edgardo Donato ; Unknown,Edgardo Donato,Félix Gutiérrez
Tano Genaro ; O. Amato,Genaro Esposito,
Alfredo Gobbi ; Carlos Almada,Alfredo J. Gobbi,Carlos Almada
Miguel Calo ; Roberto Arrieta,Miguel Caló,Roberto Arrieta
"Juan Canaro, Mario Canaro ; Instrumental",,
Cayetano Puglisi ; Instrumental,Cayetano Puglisi,-
Florindo Sassone ; Carlos Malbran,Florindo Sassone,Carlos Malbrán
Orquesta Tipica Victor ; Alberto Gomez,Orquesta Típica Víctor,Alberto Gómez
Federico Mizrahi ; Alfredo Piro,,
Quinteto Real ; Instrumental,Quinteto Real,-
Roberto Grela ; Alberto Marino,,Alberto Marino
Auguste Jean Pesenti ; Armengol,A. J. Pesenti,
Osmar Maderna ; Mario Pomar,Osmar Maderna,Mario Pomar
Orquesta Tipica Select ; Instrumental,Orquesta Típica Select,-
Carlos Garcia ; Ranko Fujisawa,Carlos García,Ranko Fujisawa
"Daniel Melingo ; Daniel Melingo, Félix Melingo Torre, Gabriel Fernandez Capello",Daniel Melingo,
Juan D'Arienzo ; Horacio Palma,Juan D'Arienzo,Horacio Palma
"Francisco Canaro ; Agustín Irusta, Roberto Fugazot",Francisco Canaro,"Agustín Irusta, Roberto Fugazot"
Hector Stamponi ; Instrumental,Héctor Stamponi,-
Auguste Jean Pesenti ; Unknown,A. J. Pesenti,-
"Carlos Vincente Geroni Flores ; Samuel Linnig, Carlos Pesce",Carlos Vicente Geroni Flores,-
Donato Racciatti ; Mario Rivie,Donato Racciatti,Mario Rivie
Oskar Joost ; Instrumental,,
Aníbal Troilo ; Pablo Lozano,Aníbal Troilo,Pablo Lozano
Francisco Maquieira ; Ricardo Farias,Francisco Maquiera,Ricardo Farias
Julio De Caro ; Orlando Verri,Julio De Caro,Orlando Verri
Osváldo Pugliese ; Instrumental,Osvaldo Pugliese,-
Alberto Mancione ; Instrumental,Alberto Mancione,-
Enrique Di Lorenzo ; Instrumental,Enrique di Lorenzo,
Unknown ; Nelly Omar,,Nelly Omar
Trio Argentino ; Instrumental,Trío Argentino,-
Luis Visca ; Alfredo Castels,Luis Nicolas Visca,Alfredo Castells
Trío Buenos Aires ; Unknown,,-unspecified male-
Victor D'Amario ; Instrumental,Victor D'Amario,
Enrique Mora ; Instrumental,Enrique Mora,-
Lucio Demare ; Jorge Linares,Lucio Demare,Jorge Linares
Jose Basso ; Rodolfo Gale,José Basso,Rodolfo Galé
Orquesta Típica Brunswick ; Teofilo Ibañez,Orquesta Típica Brunswick,Teofilo Ibañez
Sexteto Tango ; Roberto Goyeneche,Sexteto Tango,Roberto Goyeneche
Orquesta Típica Víctor ; Carlos Lafuente,Orquesta Típica Víctor,Carlos Lafuente
Los Solistas De Juan D'Arienzo ; Instrumental,Los Solistas de D'Arienzo,-
Edgardo Donato ; Adolfo Rivas,Edgardo Donato,Adolfo Rivas
Alfredo De Angelis ; Nestor Rodi,Carlos Di Sarli,-
Manuel Pizarro ; Roberto Maida,Manuel Pizarro,Roberto Maida
Unknown ; Tania,,Tania
Eduardo Bianco ; Mario Visconti,Eduardo Bianco,Mario Visconti
"Enrique Francini, Atilio Stampone ; Instrumental",Enrique Francini,
"Anibal Troilo, Roberto Grela ; Ranko Fujisawa","Aníbal Troilo, Roberto Grela",Ranko Fujisawa
Les Loups (Oscar Alemán) ; Instrumental,Carlos Di Sarli,-
Carlos Di Sarli ; Rodolfo Gale,Carlos Di Sarli,Rodolfo Galé
Roberto Cuenca ; Oscar Nelson,,Oscar Nelson
Rodolfo Biagi ; Instrumental,Rodolfo Biagi,-
"Alfredo Gobbi ; Carlos Heredia, Hugo Soler",Alfredo J. Gobbi,"Carlos Heredia, Hugo Soler"
Alberto Castellano ; Instrumental,Alberto Castellano,-
Enrique Mora ; Amanda Vidal,Enrique Mora,Amanda Vidal
Unknown ; Carlo Buti,,
Carlos Di Sarli ; Jorge Durán,Carlos Di Sarli,Jorge Durán
Orquesta Tipica Victor ; Carlos Lafuente,Orquesta Típica Víctor,Carlos Lafuente
Lucio Demare ; Raúl Berón,Lucio Demare,Raúl Berón
Juan D'Arienzo ; Jorge Valdéz,Juan D'Arienzo,Jorge Valdez
Carlos Libedinsky ; Instrumental,Carlos Libedinsky,-
Unknown ; Sofia Vembo,,Sofia Vembo
Orquesta El Arranque ; Instrumental,Orquesta El Arranque,
Sebastian Piana ; Alberto Rivera,Sebastián Piana,Alberto Rivera
"Adolfo Carabelli ; Carlos Lafuente, Mercedes Simone",Adolfo Carabelli,"Carlos Lafuente, Mercedes Simone"
Carlos Garcia ; Hector Pacheco,,Héctor Pacheco
Hi Perspective ; Lady Gatica,,
Julio Arregui ; Julio Arregui,,
Carlos Figari ; Enrique Dumas,Carlos Figari,Enrique Dumas
Carlos Marcucci ; Instrumental,Carlos Marcucci,Roberto Díaz
Domingo Federico ; Oscar Larroca,Domingo Federico,Oscar Larroca
Astor Piazzolla ; Francisco Fiorentino,Astor Piazzolla,Francisco Fiorentino
Orquesta Tipica Columbia ; Domingo Conte,Orquesta Típica Columbia,Domingo Conte
Julio De Caro ; Roberto Taibo,Julio De Caro,Roberto Taibo
Osváldo Fresedo ; Carlos Mayel,Osvaldo Fresedo,Carlos Mayel
Alfredo Gobbi ; Hector Maciel,Alfredo J. Gobbi,Héctor Maciel
"Juan D'Arienzo ; Horacio Palma, Jorge Valdéz",Juan D'Arienzo,"Horacio Palma, Jorge Valdez"
Jose Tinelli ; Luis Bottini,José Tinelli,Luis Mendoza
Orquesta Típica Víctor ; Mario Corrales,Orquesta Típica Víctor,Mario Pomar
Unknown ; Ranko Fujisawa,-unspecified guitars-,Ranko Fujisawa
Juan Felix Maglio ; Instrumental,Juan Félix Maglio,-
Juan Félix Maglio ; Unknown,Juan Félix Maglio,-unspecified male-
Juan De Dios Filiberto ; Patrocinio Diaz,Juan de Dios Filiberto,-
Edgardo Donato ; Alberto Aguirre,Edgardo Donato,Alberto Aguirre
Lucio Demare ; Instrumental,Lucio Demare,-
Roberto Calo ; Oscar Larroca,Roberto Caló,
Luis Caruso ; Walter Escobar,Luis Caruso,
Ángel D'Agostino ; Rubén Cané,Ángel D'Agostino,Rubén Cané
Roberto Firpo ; Miguel Manacorda,Roberto Firpo,Carlos A. Varela
Unknown ; Roberto Florio,-unspecified orchestra-,
Osváldo Fresedo ; Teofilo Ibañez,Osvaldo Fresedo,Teofilo Ibañez
Carlos Di Sarli ; Fernando Díaz,Carlos Di Sarli,Fernando Díaz
Enrique Carmelo Alessio ; Instrumental,Enrique Carmelo Alessio,-
Unknown ; Ángel Vargas,Armando Lacava,Ángel Vargas
Florindo Sassone ; Rodolfo Galé,Florindo Sassone,Rodolfo Galé
Los Provincianos (Ciriaco Ortiz) ; Carlos Lafuente,Los Provincianos,Carlos Lafuente
Feliciano Brunelli ; Fernando Raymond,Feliciano Brunelli,Fernando Raymond
Orquesta Tipica Victor ; Samuel Aguayo,Orquesta Típica Víctor,Samuel Aguayo
Alberto Castillo ; Alberto Castillo,Emilio Balcarce,Alberto Castillo
Ricardo Luis Brignolo ; Carlos Vivan,Ricardo Luis Brignolo,
Orquesta Tipica Victor ; Luis Diaz,Orquesta Típica Víctor,Luis Díaz
Francisco Rotundo ; Instrumental,Francisco Rotundo,-
Alfredo De Angelis ; Instrumental,Alfredo De Angelis,-
Ciriaco Ortiz ; Roberto Diaz,Orquesta Típica Ciriaquito,Roberto Díaz
Orquesta de Maestro Lacalle ; Instrumental,,
"Hector Varela ; Armando Laborde, Jorge Rolando",Héctor Varela,"Armando Laborde, Jorge Rolando"
Salvador Pizarro ; Instrumental,Salvador Pizarro,-
Jose Basso ; Alfredo Del Rio,José Basso,Alfredo del Río
"Color Tango ; Roberto Decarre, Abel Córdoba",Color Tango,
Manuel Pizarro ; Instrumental,Manuel Pizarro,-
Bajofondo Tango Club ; Santullo,,
Unknown ; Oscar Carboni,,
Alberto Mancione ; Luis Correa,Alberto Mancione,Luis Correa
Rafael Rossi ; Carmen Idal,Rafael Rossi,Carmen Idal
Osvaldo Fresedo ; Genaro Veiga,Osvaldo Fresedo,Genaro Veiga
Miguel Calo ; Raul Beron,Miguel Caló,Raúl Berón
Electrocutango ; Julia Zenko,,-unspecified female-
Juan D'Arienzo ; Alberto Echague,Juan D'Arienzo,Alberto Echagüe
"Eduardo Bianco, Bachicha ; Teresa Asprella","Eduardo Bianco, Bachicha",Teresita Asprella
Jose Moreno ; Jose Moreno,,
Osváldo Pugliese ; Abel Córdoba,Osvaldo Pugliese,Abel Córdoba
"Alfredo De Angelis ; Juan Carlos Godoy, Lalo Martel",Alfredo De Angelis,"Juan Carlos Godoy, Lalo Martel"
Jose Garcia ; Nida Wilson,José García,Nilda Wilson
Mariano Mores ; Aldo Campoamor,Mariano Mores,Aldo Campoamor
Domingo Federico ; Armando Moreno,Domingo Federico,Armando Moreno
Duo Maffia-De Franco ; Instrumental,"Pedro Maffia, Alfredo De Franco",
Alfredo De Angelis ; Oscar Larroca,Alfredo De Angelis,Oscar Larroca
Ricardo Tanturi ; Alberto Castillo,Ricardo Tanturi,Alberto Castillo
Luis Petrucelli ; Roberto Diaz,Luis Petrucelli,Roberto Díaz
"Alfredo De Angelis ; Julio Martel, Néstor Rodi",Alfredo De Angelis,"Julio Martel, Néstor Rodi"
Francisco Lomuto ; Fernando Diaz,Francisco Lomuto,Fernando Díaz
Ricardo Tanturi ; Horacio Roca,Ricardo Tanturi,Horacio Roca
Pedro Maffia ; Pedro L. Lauga,Pedro Maffia,Pedro Lauga
Alfredo Gobbi ; Hugo Soler,Alfredo J. Gobbi,Hugo Soler
"Yira ; Mariano Rucci, Tina Haus",,-unspecified male-
Horacio Pettorossi ; Unknown,Horacio Pettorossi,-unspecified male-
Daniel Melingo ; Daniel Melingo,Daniel Melingo,Daniel Melingo
Rafael Canaro ; Luis Scalon,Rafael Canaro,Luis Scalón
Liliana Herrero ; Liliana Herrero,Néstor Marconi,
Mariano Mores ; Sergio Cansino,Mariano Mores,Sergio Cansino
Manuel Buzon ; Instrumental,Manuel Buzón,-
Orquesta Tipica Victor ; Mariano Balcarce,Orquesta Típica Víctor,Mariano Balcarce
"Alberto Mancione ; Jorge Ledesma, Angel Varela",Alberto Mancione,"Ángel Varela, Jorge Ledesma"
Carlos Di Sarli ; Jorge Duran,Carlos Di Sarli,Jorge Durán
Miguel Calo ; Roberto Calo,Miguel Caló,Roberto Caló
Miguel Calo ; Alfredo Dalton,Miguel Caló,Alfredo Dalton
Ariel Pedernera ; Instrumental,,
Bachicha ; Unknown,Bachicha,
Eduardo Du Perron ; Luis Mandarino,,Luis Esteban Mandarino
"Adolfo Carabelli ; Alberto Gomez, Mercedes Simone",Adolfo Carabelli,"Alberto Gómez, Mercedes Simone"
Roberto Firpo ; Carlos Varela,Roberto Firpo,Carlos A. Varela
Yira ; Nicolas Maisonnave,,-unspecified male-
Irusta-Fugazot-Demare ; Agustín Irusta,,-unspecified male-
Lucio Demare ; Juan Carlos Miranda,Lucio Demare,Juan Carlos Miranda
Rodolfo Biagi ; Carlos Saavedra,Rodolfo Biagi,Carlos Saavedra
Carlos Vincente Geroni Flores ; Instrumental,Carlos Vicente Geroni Flores,
Auguste Jean Pesenti ; Nita Garcia,A. J. Pesenti,
"Adolfo Carabelli ; Alberto Gomez, Alberto Vila",Adolfo Carabelli,"Alberto Vila, Alberto Gómez"
Francisco Canaro ; Carlos Dante,Francisco Canaro,Carlos Dante
Julio Espindola ; Ricardo Cortez,Julio Espindola,Ricardo Cortez
"Francisco Rotundo ; Enrique Campos, Floreal Ruiz",Francisco Rotundo,"Enrique Campos, Floreal Ruíz"
L' Ensemble Pari's Tengo ; Instrumental,,
Francisco Pracánico ; Instrumental,Ricardo Tanturi,-
"Angel Sica ; Romego Gavioli, Freddy",Ángel Sica,Romeo Gavioli
Lorenzo Barbero ; Instrumental,Lorenzo Barbero,-
Auguste Jean Pesenti ; Jan Lambert,A. J. Pesenti,
Edgardo Donato ; Lita Morales,Edgardo Donato,Lita Morales
Alfredo De Angelis ; Carlos Dante,Alfredo De Angelis,Carlos Dante
Unknown ; Carmen Duval,,Carmen Duval
Domingo Federico ; Carlos Valdez,Domingo Federico,"Carlos Valdéz, -unspecified female-"
Jose Sala ; Alfredo Belusi,José Sala,Alfredo Belusi
Federico Mizrahi ; Ligia Piro,,
"Osváldo Pugliese ; Roberto Chanel, Alberto Morán",Osvaldo Pugliese,"Roberto Chanel, Alberto Morán"
Jose Tinelli ; Instrumental,José Tinelli,"Chola Bosch, Luis Mendoza"
Miguel Villasboas ; Instrumental,Miguel Villasboas,-
Pedro Laurenz ; Héctor Farrel,Pedro Laurenz,Héctor Farrel
Francisco Lomuto ; Instrumental,Francisco Lomuto,-
Domingo Federico ; Dante Rossi,Domingo Federico,Dante Rossi
Mario Melfi ; Marcel Veran,Mario Melfi,-unspecified male-
Orquesta Tipica Porteña (Orquesta De RCA Victor) ; Alberto Vila,Orquesta Típica Porteña,Alberto Vila
Orquesta Típica Víctor ; Instrumental,Orquesta Típica Víctor,-
Orquesta Ases Del Tango ; Roberto Solar,,Roberto Solar
Antonio Bonavena ; Instrumental,Antonio Bonavena,
Juan Felix Maglio ; Carlos Vivan,Juan Félix Maglio,Carlos Viván
Rogelio Coll ; Adolfo Berta,Rogelio Coll,
Astor Piazzolla ; Unknown,Astor Piazzolla,
Cristobal Herrero ; Instrumental,Cristóbal Herreros,-
Orquesta Escuela De Tango ; Jesus Hidalgo,Orquesta Escuela de tango,
Orquesta Típica Brunswick ; Instrumental,Orquesta Típica Brunswick,-
Edo S. Perron ; Instrumental,,-
Edgardo Donato ; Félix Gutierrez,Edgardo Donato,Félix Gutiérrez
Tango Crash ; Unknown,,
Hector Varela ; Rodolfo Lesica,Héctor Varela,Rodolfo Lesica
Los Reyes Del Compas ; Raul Fontana,,
Mariano Mores ; Hugo Del Carril,Mariano Mores,Hugo del Carril
Eduardo Del Piano ; Hector De Rosas,Eduardo Del Piano,Héctor De Rosas
Osmar Maderna ; Orlando Verri,Osmar Maderna,Orlando Verri
Adalbert Lutter ; Unknown,Adalbert Lutter,
Francisco Canaro ; Ada Falcon,Francisco Canaro,Ada Falcón
Los Solistas De Juan D'Arienzo ; Osvaldo Ramos,Los Solistas de D'Arienzo,-
Juan Guido ; Juan Lauga,Juan Bautista Guido,Juan Lauga
Unknown ; Alberto Vila,,Alberto Vila
Enrique Rodríguez ; Instrumental,Enrique Rodríguez,-
"Antonio Rodio ; Alberto Serna, Daniel Adamo",Antonio Rodio,"Alberto Serna, Daniel Adamo"
"Aníbal Troilo ; Jorge Casal, Raúl Berón",Aníbal Troilo,"Raúl Berón, Jorge Casal"
Florindo Sassone ; Alberto Fontan Luna,Florindo Sassone,Alberto Fontán Luna
Cuarteto Criollo Brunelli ; Instrumental,,
Donato Racciatti ; Roddy Pereyra,Donato Racciatti,Roddy Pereyra
Unknown ; Rosita Quiroga,-unspecified guitars-,Rosita Quiroga
Unknown ; Tita Merello,,Tita Merello
Adolfo Perez ; Instrumental,Adolfo Pérez,-
"Alfredo Gobbi ; Jorge Maciel, Héctor Coral",Alfredo J. Gobbi,"Jorge Maciel, Héctor Coral"
Orquesta Ases Del Tango ; Hector Beltran,,Héctor Beltrán
Francisco Canaro ; Francisco Fiorentino,Francisco Canaro,Francisco Fiorentino
Bayo-Moreno ; Unknown,,-unspecified male-
"Eduardo Bianco, Bachicha ; César Alberu","Eduardo Bianco, Bachicha",César Alberú
Hector Palacios ; Hector Palacios,-unspecified guitars-,Héctor Palacios
Florindo Sassone ; Raúl Lavalle,Florindo Sassone,Raúl Lavalle
Jose Bohr ; Instrumental,José Bohr,-
Geronimo Bongioni ; Instrumental,,
Unknown ; Virginia Vera,,Virginia Vera
Juan D'Arienzo ; Mario Bustos,Juan D'Arienzo,Mario Bustos
Edgardo Donato ; Mercedes Carne,Edgardo Donato,Mercedes Carné
"Miguel Nijensohn ; Carlos Budini, Mario Bone",Miguel Nijensohn,Carlos Budini
Emilio Balcarce ; Alberto Castillo,Emilio Balcarce,Alberto Castillo
"Alfredo Gobbi ; Tito Landó, Alfredo Del Río",Alfredo J. Gobbi,"Alfredo del Río, Tito Landó"
Ricardo Tanturi ; Osvaldo Ribó,Ricardo Tanturi,Osvaldo Ribó
Trio Enrique Delfino ; Sofia Bozan,,Sofia Bozán
Enrique Carmelo Alessio ; Jose Beron,Enrique Carmelo Alessio,José Berón
Alberto Mancione ; Francisco Fiorentino,Alberto Mancione,Francisco Fiorentino
"Francisco Canaro ; Alberto Arenas, Guillermo Coral",Francisco Canaro,"Guillermo Rico, Alberto Arenas"
Francisco Canaro (Quinteto Pirincho) ; Alberto Arenas,"Quinteto Pirincho, dir. Francisco Canaro",Alberto Arenas
Orquesta Tipica Victor ; Amando Sentous,Orquesta Típica Víctor,
Carlos Di Sarli ; Carlos Acuña,Carlos Di Sarli,Carlos Acuña
"Enrique Rodríguez ; Armando Moreno, Omar Quiroz, Oscar Galán",Enrique Rodríguez,"Armando Moreno, Omar Quiroz, Oscar Galán"
Miguel Calo ; Chola Luna,Miguel Caló,Chola Luna
Julio De Caro ; Pedro Lauga,Julio De Caro,Pedro Lauga
Juan Cambareri ; Instrumental,Juan Cambareri,-
Miguel Nijensohn ; Carlos Budini,Miguel Nijensohn,Carlos Budini
Osváldo Pugliese ; Jorge Guillermo,Osvaldo Pugliese,Jorge Guillermo
Armando Baliotti ; Osvaldo Chazarreta,Armando Baliotti,Osvaldo Chazarreta
Orquesta Tipica San Souci ; Instrumental,Orquesta Típica Sans Souci,
Orquesta Ases Del Tango ; Rodolfo Lesica,,Rodolfo Lesica
Roberto Firpo (Hijo) ; Instrumental,Roberto Firpo,-
Ernesto De La Cruz ; Instrumental,,
Osváldo Fresedo ; Ricardo Ruiz,Osvaldo Fresedo,Ricardo Ruiz
Juan D'Arienzo ; Antonio Prieto,Juan D'Arienzo,Antonio Prieto
Sexteto Mayor ; Unknown,Sexteto Mayor,-unspecified male-
Horacio Salgan ; Instrumental,Horacio Salgán,-
"Jose Tinelli ; Luis Bottini, Chola Bosch",José Tinelli,"Chola Bosch, Luis Mendoza"
"Osvaldo Pugliese ; Roberto Chanel, Alberto Moran",Osvaldo Pugliese,"Roberto Chanel, Alberto Morán"
Orquesta Típica Porteña ; Roberto Goyeneche,,Roberto Goyeneche
Ricardo Malerba ; Antonio Maida,Ricardo Malerba,Antonio Maida
Joaquin Do Reyes ; Horacio Deval,Joaquín Do Reyes,Horacio Deval
Francisco Lomuto ; Carlos Galarce,Francisco Lomuto,Carlos Galarce
"Francisco Canaro ; Ada Falcón, Ernesto Famá",Francisco Canaro,"Ada Falcón, Ernesto Famá"
Federico Aubele ; Gabriela Maiaru,,
Aníbal Troilo ; Jorge Casal,Aníbal Troilo,Jorge Casal
Julio Arregui ; Felix Romero,,Félix Romero
Rafael Canaro ; Raul Sander,Rafael Canaro,Raúl Sanders
"Manuel Pizarro ; Alina Da Silva, Manuel Pizarro",Manuel Pizarro,Manuel Pizarro
"Eduardo Bianco, Bachicha ; Juan Raggi","Eduardo Bianco, Bachicha",-unspecified male-
Francisco Rotundo ; Carlos Roldan,Francisco Rotundo,Carlos Roldán
Ricardo Tanturi ; Juan Carlos Godoy,Ricardo Tanturi,Juan Carlos Godoy
Orquesta Tipica Victor ; Ortega Del Cerro,Orquesta Típica Víctor,Ortega del Cerro
Ibrahim Özgür ; Ibrahim Özgür,,Ibrahim Özgür
Jaime Wilensky ; Instrumental,"Andrés Linetzky, Jaime Wilensky",-
Nicola Piovani ; Marcelo Mastroianni,,
Enrique Mora ; Alberto Legran,Enrique Mora,
Unknown ; Agustin Magaldi,-unspecified guitars-,Agustín Magaldi
Roberto Firpo ; Teofilo Ibañez,Roberto Firpo,Teofilo Ibañez
Francisco Rotundo ; Alfredo Del Rio,Francisco Rotundo,Alfredo del Río
"Orquesta Tipica Victor ; Roberto Diaz, Juan Carlos Delson",Orquesta Típica Víctor,"Juan Carlos Delson, Roberto Díaz"
Daniel García ; Instrumental,,-
Sebastian Piana y su Orquesta Tipica Candombe ; Instrumental,Sebastián Piana,-
Cuarteto Norteño ; Rafael Rossi,Rafael Rossi,-
Julio Pollero ; Instrumental,Julio Pollero,-
Tano Genaro ; Cesar Alberu,Genaro Esposito,César Alberú
Los Provincianos (Ciriaco Ortiz) ; Instrumental,Los Provincianos,-
Otros Aires ; Miguel Di Genova,Otros Aires,-
Osvaldo Pugliese ; Miguel Montero,Osvaldo Pugliese,Miguel Montero
J. E. Martinez ; Nina Miranda,,Nina Miranda
Orquesta Típica Víctor ; Ernesto Famá,Orquesta Típica Víctor,Ernesto Famá
Osmar Maderna ; Instrumental,Leopoldo Federico,
Jose Garcia ; Instrumental,José García,-
Pedro Laurenz ; Carlos Bermúdez,Pedro Laurenz,Carlos Bermúdez
Francisco Canaro ; Instrumental,Francisco Canaro,-
Feliciano Brunelli ; Oscar Valeta,Feliciano Brunelli,Oscar Valeta
Francisco Lomuto ; Jorge Omar,Francisco Lomuto,Jorge Omar
Unknown ; Hugo Del Carril,,Hugo del Carril
"Eduardo Bianco, Bachicha ; Eduardo Bianco, Hector Pettorossi","Eduardo Bianco, Bachicha","Eduardo Bianco, Horacio Pettorossi"
Aníbal Troilo ; Angel Cárdenas,Aníbal Troilo,Ángel Cárdenas
"Aníbal Troilo ; Amadeo Mandarino, Francisco Fiorentino",Aníbal Troilo,"Amadeo Mandarino, Francisco Fiorentino"
"Aníbal Troilo ; Floreal Ruíz, Alberto Marino",Aníbal Troilo,"Floreal Ruíz, Alberto Marino"
Carlos Figari ; Luis Tasca,Carlos Figari,
Antonio Bonavena ; Jorge Omar,Antonio Bonavena,Jorge Omar
Osmar Maderna ; Pedro Dátila,Osmar Maderna,Pedro Dátila
Alfredo De Angelis ; Roberto Mancini,Alfredo De Angelis,Roberto Mancini
Rogelio Coll ; Eduardo Ruiz,Rogelio Coll,Enrique Campos
Rafael Canaro ; Raul Sanders,Rafael Canaro,Raúl Sanders
"Francisco Canaro ; Ernesto Fama, Angel Ramos",Francisco Canaro,Ernesto Famá
Miguel Calo ; Carlos Almagro,Miguel Caló,Carlos Almagro
"Roberto Firpo ; Carlos Vivan, Hector Villanueva",Roberto Firpo,"Osvaldo Novarro, Carlos Viván"
"Alberto Mancione ; Jorge Ledesma, Hector Alvarado, Ubaldo Martinez",Alberto Mancione,"Jorge Ledesma, Héctor Alvarado"
Juan Carlos Caceres ; Juan Carlos Caceres,Juan Carlos Cáceres,
Alfredo De Angelis ; Juan Carlos Godoy,Alfredo De Angelis,Juan Carlos Godoy
Carlos Garciá ; Instrumental,Carlos García,-
Orquesta De Maestro Lacalle ; Instrumental,,
Ciriaco Ortiz ; Carlos Lafuente,Los Provincianos,Carlos Lafuente
Osváldo Fresedo ; Osváldo Arana,Osvaldo Fresedo,Osvaldo Arana
Unknown ; Roberto Diaz,,Roberto Díaz
Feliciano Brunelli ; Instrumental,Feliciano Brunelli,-
Francisco Canaro ; Ernesto Famá,Francisco Canaro,Ernesto Famá
Francisco Lomuto ; Príncipe Azul,Francisco Lomuto,Príncipe Azul
Tango Crash ; Nicolás Nobili,,
Orquesta Tipica Victor ; Teofilo Ibañez,Orquesta Típica Víctor,Teofilo Ibañez
Orquesta Tipica San Souci ; Walter Laborde,Orquesta Típica Sans Souci,Laborde
Pedro Laurenz ; Héctor Juncal,Pedro Laurenz,Héctor Juncal
Aníbal Troilo ; Unknown,Aníbal Troilo,Aníbal Troilo
Edgardo Donato ; Antonio Maida,Edgardo Donato,Antonio Maida
Oscar Roma ; Instrumental,Oscar Roma,-
Carlos Di Sarli ; Agustin Volpe,Carlos Di Sarli,Agustín Volpe
"Juan Cao ; Nina Miranda, Alberto Bianchi",Juan Cao,
"Edgardo Donato, Roberto Zerrillo ; Instrumental","Edgardo Donato, Roberto Zerrillo",Luis Díaz
Juan Carlos Cobian ; Francisco Fiorentino,Juan Carlos Cobián,Francisco Fiorentino
Rafael Canaro ; Jorge Cardozo,Rafael Canaro,Jorge Cardozo
Francisco Canaro ; Guillermo Coral,Francisco Canaro,Guillermo Rico
Osváldo Fresedo ; Oscar Serpa,Osvaldo Fresedo,Oscar Serpa
José Melín ; Unknown,,-unspecified male-
Horacio Pettorossi ; Teresa Asprella,Horacio Pettorossi,-unspecified female-
Alfredo De Angelis ; Lalo Martel,Alfredo De Angelis,Lalo Martel
Domingo Federico ; Carlos Vidal,Domingo Federico,Carlos Vidal
Unknown ; Mario Melfi,Mario Melfi,-unspecified male-
Alfredo Malerba ; Libertad Lamarque,Alfredo Malerba,Libertad Lamarque
Roberto Calo ; Carlos Rivera,Roberto Caló,
Ludwig Rüth ; Instrumental,,
Unknown ; Mercedes Simone,,Mercedes Simone
Enrique Discepolo ; Unknown,Enrique Discépolo,
Jorge Fernandez ; Alberto Aguirre,Jorge Fernández,Alberto Aguirre
"Francisco Lomuto ; Fernando Diaz, Jorge Omar",Francisco Lomuto,"Fernando Díaz, Jorge Omar"
"Felix Laurenz, Pedro Casella ; Luis Alberto Fleitas",,Luis Alberto Fleitas
Orquesta Ases Del Tango ; Instrumental,,-
Francisco Canaro ; Ernesto Rondo,Francisco Canaro,Ernesto Rondó
Color Tango ; Instrumental,Color Tango,-
"Ricardo Tanturi ; Elsa Rivas, Juan Carlos Godoy, Horacio Roca",Ricardo Tanturi,"Juan Carlos Godoy, Elsa Rivas, Horacio Roca"
Aníbal Troilo ; Roberto Goyeneche,,Roberto Goyeneche
Osmar Maderna ; Luis Tolosa,Osmar Maderna,Luis Tolosa
Unknown ; Enrique Carbel,-unspecified orchestra-,Enrique Carbel
Edgardo Donato ; Instrumental,Edgardo Donato,-
Cuarteto Tipico Los Ases ; Instrumental,Cuarteto típico Los ases,-
Carlos Di Sarli ; Argentino Ledesma,Carlos Di Sarli,Argentino Ledesma
Rafael Canaro ; Mario Beltran,Rafael Canaro,Mario Beltrán
Unknown ; Toula Amvrazi,,
Adolfo Carabelli ; Alberto Gómez,Adolfo Carabelli,Alberto Gómez
Orquesta Tipica Victor ; Mercedes Simone,-unspecified orchestra-,Mercedes Simone
Lorenzo Barbero ; Mario Cordoba,Lorenzo Barbero,Mario Córdoba
Carlos Di Sarli ; Santiago Devincenzi,Carlos Di Sarli,Santiago Devin
Angel D'Agostino ; Tino Garcia,Ángel D'Agostino,Tino García
"Unknown ; Danae, Panos Visvardis",,
Unknown ; Agustin Irusta,Francisco Canaro,Agustín Irusta
"Francisco Canaro ; Ernesto Fama, Lidia Desmond",Francisco Canaro,"Ernesto Famá, Lidia Desmond"
Osváldo Pugliese ; Nelly Vásquez,Osvaldo Pugliese,Nelly Vázquez
Adolfo Carabelli ; Carlos Lafuente,Adolfo Carabelli,Carlos Lafuente
Pedro Laurenz ; Alberto Podestá,Pedro Laurenz,Alberto Podestá
Juan D'Arienzo ; Walter Cabral,Juan D'Arienzo,Walter Cabral
"Francisco Rotundo ; Floreal Ruiz, Carlos Roldan",Francisco Rotundo,Floreal Ruíz
Ángel D'Agostino ; Raúl Aldao,Ángel D'Agostino,Raúl Aldao
Julio Arregui ; Alma Luz,,
Orquesta Típica Brunswick ; Antonio Rodriguez Lesende,Orquesta Típica Brunswick,Antonio Rodriguez Lesende
Dajos Béla ; Instrumental,,
