Francisco Canaro Vol. 1 - Grandes Del Tango 28 - Disc 1,07798108080743,1
Edgardo Donato - Viejo Palermo 1930-1932 - BATC ORQ 318,02480002153184,1
Orquesta Tipica Victor - Vol 11 - 1930 - Sello Victor - Club De Tango,02480001011126,1
Francisco Lomuto - Vol. 2 1931-1932 - CTA222,02480001022221,1
Más Allá Del Sur,07799964739684,1
Tangos In Paris 1926-1941,00008637206628,1
Tangos Bajos,00724359601724,1
La Epoca De Oro - Vol 18 - 1927-1945 - BATC,02480002150787,1
"Juan D'Arienzo Y Su Orquesta Típica Cantan Alberto Echagüe, Armando Laborde",00743216335923,1
Tango Classics 046 - Julio De Caro - Todo Corazon - Danza Y Movimiento,04024236200467,1
Instrumentales Inolvidables - Reliquias,00724385902321,1
Francisco Lomuto - Amor Y Celos - 1927-1938 - El Bandoneon,08427328130806,1
Ricardo Tanturi Vol. 03  (1942-1943) Sello RCA Victor - Club de Tango,02480001037324,1
Ricardo Malerba 1941-1945 - BATC ORQ 224,02480002152248,1
Antología - Vol. 5,00731452237927,1
Mariano Mores - 90 Años Y Mas (Lado B),05099920737221,2
1933-1941 - Coleccion 78RPM,00828766124224,1
Carlos Di Sarli Vol. 15 (1956-1958) - (CTA-515) [Club De Tango Copy],02480001051528,1
Milongueando Con Canaro,00724354169021,1
Edgardo Donato Vol. 4 - Elegante papirusa - AMP (CD-1152),02480002115229,1
Francisco Rotundo - Sus Exitos Con Floreal Ruiz - Reliquias,00724354171123,1
Hector Varela - Instrumentales Incomparables - Reliquias,00724352913121,1
1924-1940,00008637211721,1
Homenaje A El Rey Del Compas - 1961 - Puro Tango,00828766935226,1
Grabaciones Ineditas 1965,00712730025726,1
Ayer Hoy Era Mañana,07798010678502,1
Roberto Firpo 1927-1931 - Viejo Tango - BATC ORQ 332,02480002153320,1
Tangos De Los Ángeles Vol. 2,00743214129227,1
Tango Classics 002 - Francisco Lomuto Y Fernando Diaz - Acacias - Danza Y Movimiento,04024236200023,1
Francisco Lomuto Y Su Orquesta Tipica 1927-1940 - El Bandoneon (EBCD 138),08427328131384,1
"Rodolfo Biagi - Sus Exitos Con Acuña, Lago Y Amor - Reliquias",00724352911127,1
El Tango - Pasión Y Emoción - CD03,04011222317599,3
El Tango - Pasión Y Emoción - CD08,04011222317599,8
Osvaldo Pugliese - El Eslabon Perdido - Euro Records,07798089730095,1
Orquesta Tipica Victor - Vol 14 - 1931-1932 - Sello Victor - Club De Tango,02480001011423,1
Ufa!,00724359607528,1
Orquesta Tipica Brunswick 1930-1931 - BATC ORQ 244,02480002152446,1
Orquesta Tipica Victor - Vol 08 - 1928-1929 - Sello Victor - Club De Tango,02480001010822,1
Orquesta Tipica Victor - RCA Víctor 100 Años,00743218656927,1
Alfredo Gobbi - Años 54 Al 57  (Serie Rivista Vol 04) - BATC,00743215338321,1
Orquesta Tipica Victor - Vol 06 - 1927-1928 - Sello Victor - Club De Tango,02480001010624,1
Solos De Orquesta - Reliquias,00724354168925,1
Al Compás Del Corazón,00724383741328,1
La Epoca De Oro - Vol 16 - 1927-1931 - BATC,02480002150756,1
Tango A Pugliese,07798035581054,1
Troilo En RCA Victor Vol 11 (1947/1948) - Romance De Barrio,00828766334029,1
Francisco Canaro 1933-1934 - BATC ORQ 227,02480002115922,1
Carlos Di Sarli - Vol 05 - 1940-1941 - Sello RCA Victor - Club De Tango,02480001050521,1
Serie Orquestas Olvidadas Vol 4 - BATC,02480002153047,1
Orquesta Tipica Victor - Vol 4 - 1927 - CTA,02480001010426,1
La Epoca De Oro - Vol 08 - 1929-1936 - BATC,02480002150480,1
Noches De Tango - Tango Argentino,00743216335626,1
La Morocha,07798067330286,1
Francisco Canaro Vol. 3 - Grandes Del Tango 38 - Disc 2,07798108081030,2
Quién Sos,02480002103226,1
Francisco Canaro - Los Grandes Tangos Del 40 - Reliquias,00724349997325,1
Tango En Paris - Vol 1 - Rafael Canaro (1929-1939) - CTA 951,02480001095126,1
Tango Ladies - Se Va La Vida - 1923-1954,00008637205225,1
Emisiones Radiales Argentinas - COL-5004,02480002150046,1
1940-1947,00828767207025,1
Edicion Aniversario 1905-2005 CD 1,00094633599727,1
Putomayo Presents Tango Around The World,00790248027128,1
"Ricardo Tanturi Vol. 01  (1937-1941) Sello Odeon, RCA Victor - Club de Tango",02480001037126,1
Francisco Lomuto - Tango Argentino - 1927-1930 - BATC ORQ 322,02480002153221,1
Pedro Maffia - Taconeando 1930-1931 - BATC,02480002153061,1
De Muy Adentro (1954-55),07798089730316,1
En Vivo (Mayo 1982),00743214134825,1
Buenos Aires To Madrid - Argentine Tango Bands In Spain - 1927-1941,00008637208820,1
"El Inmortal ""Pichuco""",08427328130011,1
Fumando Espero - Reliquias,00724383741625,1
Tangolar,04025781102329,1
Nelly Omar - Desde Entonces - Archivo Odeon,00094638989424,1
Electroviaje Porteño,07798075231322,1
Troilo En RCA Victor Vol 06 (1944) - Tres Amigos,00828765944120,1
Francisco Lomuto Vol 4 - Años 1927-1929 - BATC ORQ 262,02480002123729,1
Trio Argentino - El Tango En Barcelona - Vol 1 - El Bandoneon,08427328130455,1
Orquesta Tipica Victor - Vol 9 - 1929 - CTA,02480001010921,1
Julio De Caro - Vol 4 - 1927-1928 - CTA,02480001012420,1
Grandes Del Tango 16 - Calo [Disc 2],07798108080316,2
Alfredo De Angelis - Canta Carlos Dante - 20 Exitos Vol 2 - Reliquias,00724347389023,1
Francisco Rotundo - Sus Exitos Con Julio Sosa Y Enrique Campos - Reliquias,00724354170928,1
"Juan Maglio ""Pacho"" - 1926-1931 - BATC ORQ 261",02480002152613,1
Tango Classics 047 - Julio De Caro - Piramidal - Danza Y Movimiento,04024236200474,1
"Juan Maglio ""Pacho"" - 1927-1930 - BATC ORQ 272",02480001072127,1
Francisco Lomuto Vol 3 - Años 1927-1943 - BATC ORQ 250,02480002152507,1
Carlos Di Sarli - RCA Víctor 100 Años,00743218749025,1
Adolfo Carabelli 1931-1934 - BATC ORQ 247,02480002152477,1
Troilo-Grela - Euro Records,02480002201229,1
Grandes Del Tango 16 - Calo [Disc 1],07798108080316,1
1943-1948,00828766035421,1
Rodolfo Biagi con Hugo Duval 1956-1961 - Archivo Columbia,00828768475225,1
Instrumental Vol. 2,00743216334520,1
Tangos De Los Ángeles Vol. 3,00743216333721,1
Osvaldo Pugliese - A Los Amigos - Reliquias,00724383740727,1
Romance De Barrio,00828766334029,1
Pura Milonga 1932-1934 - 78RPM,07798089730712,1
Jose Sala 1953-1954 - Alfredo Gobbi 1958 - Archivo Colombia,00828768475126,1
Alfredo De Angelis - Exitos Con Lalo Martel Y Juan Carlos Godoy - Reliquias,00724354169625,1
Al Compás Del Vals,05099923539228,1
Los Provincianos-1931-1934 Trio Ciriaco Ortiz-1931-1955 - Coleccion 78rpm,00828767009421,1
Francisco Lomuto Vol 5 - Años 1927-1930 - BATC ORQ 270,02480002152705,1
1950-1960 - Coleccion 78RPM,00828767009827,1
Angel D'Agostino - Vol. 01  (1940-1942) Sello RCA Victor - Club de Tango,02480001035122,1
Porteño Y Bailarín,00743216334728,1
Orquestas Olvidadas Vol 1 - Reliquias,00724347389320,1
Rafael Canaro - 1929-1945 - BATC,02480002152330,1
