Desde El Alma,Conjunto Berretín ; Instrumental,2004,Tango,Tango For Lovers And Fools,3,/media/Orange/Gordon/tmp/Conjunto Berretín/Tangos For Lovers and Fools/03 - Deste El Alma.mp3
Garufa,Conjunto Berretín ; Instrumental,2004,Tango,Tango For Lovers And Fools,4,/media/Orange/Gordon/tmp/Conjunto Berretín/Tangos For Lovers and Fools/04 - Garufa.mp3
Felicia,Conjunto Berretín ; Instrumental,2004,Tango,Tango For Lovers And Fools,5,/media/Orange/Gordon/tmp/Conjunto Berretín/Tangos For Lovers and Fools/05 - Felicia.mp3
Nueve De Julio,Conjunto Berretín ; Instrumental,2004,Tango,Tango For Lovers And Fools,6,/media/Orange/Gordon/tmp/Conjunto Berretín/Tangos For Lovers and Fools/06 - Nueve De Julio.mp3
Buenos Aires De Mi Vida,Conjunto Berretín ; Instrumental,2004,Tango,Tango For Lovers And Fools,7,/media/Orange/Gordon/tmp/Conjunto Berretín/Tangos For Lovers and Fools/07 - Buenos Aires De Mi Vida.mp3
Youkali,Conjunto Berretín ; Instrumental,2004,Tango,Tango For Lovers And Fools,8,/media/Orange/Gordon/tmp/Conjunto Berretín/Tangos For Lovers and Fools/08 - Youkali.mp3
25s - Willy Vassallo,Brikkuni,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 25s - Brikkuni - Willy Vassallo.mp3
25s - Carletto Il Principe Dei Mostri,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 25s - Carletto Il Principe Dei Mostri.mp3
25s - Goldrake,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 25s - Goldrake.mp3
30s - Belle E Sebastien,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Belle E Sebastien.mp3
30s - Capitan Harlock,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Capitan Harlock.mp3
30s - Chobin,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Chobin.mp3
30s - Galaxy Express 999,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Galaxy Express 999.mp3
30s - Georgie,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Georgie.mp3
30s - Heidi,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Heidi.mp3
30s - Hello Spank,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Hello Spank.mp3
30s - Il Grande Mazinga,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Il Grande Mazinga.mp3
30s - Jeeg Robot,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Jeeg Robot.mp3
30s - L'Ape Maga,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - L'Ape Maga.mp3
30s - L'Uomo Tigre,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - L'Uomo Tigre.mp3
30s - Lady Oscar,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Lady Oscar.mp3
30s - Lamu,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Lamu.mp3
30s - Mago Pancione,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Mago Pancione.mp3
30s - Megaloman,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Megaloman.mp3
30s - Puffi,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Puffi.mp3
30s - Remi,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Remi.mp3
30s - Ufo Robot,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Ufo Robot.mp3
30s - Yattaman,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 30s - Yattaman.mp3
35s - Holly E Benji,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 35s - Holly E Benji.mp3
40s - Kiss Me Licia,Cartoni Animati,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cartoons/Cortina 40s - Kiss Me Licia.mp3
08s - Silence,Noone,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 08s - Silence.mp3
10s - Hello Spring,Danjeli,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 10s - Danjeli - Hello Spring.mp3
15s - Silence,Noone,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 15s - Silence.mp3
20s - Tliet Ghazzenin,Bamboccu,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 20s  - Bamboccu - Tliet Ghazzenin.mp3
20s - Superman,John Williams,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 20s - John Williams - Superman.mp3
20s - La Ritournelle,Sebastien Tellier,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 20s - Sebastian Tellier - La Ritournelle.mp3
20s - Silence,Noone,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 20s - Silence.mp3
20s - Iz-Zmien Ghaddej,Greenfields,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 20s - The Greenfields - Iz-Zmien Ghaddej.mp3
25s - 99 Red Balloons,Goldfinger,2000,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 25s - 99 Red Balloons.mp3
25s - Balaseanca De 8 Ore,Baro Biao,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 25s - Baro Biao - Balaseanca De 8 Ore.mp3
25s - I Never Promised You A Rose Garden,,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 25s - I Never Promised You A Rose Garden.mp3
25s - Jingle Bells,Traditional,1996,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 25s - Jingle Bells.mp3
25s - Silence,Noone,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 25s - Silence.mp3
30s - Innu Ghat-Tfal Maltin,Father David,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - Fr David  - Innu Ghat-Tfal Maltin.mp3
30s - Change Partners,Fred Astaire,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - Fred Astaire - Change Partners.mp3
30s - St Louis Blues,Louis Armstrong,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - Louis Armstrong - St Louis Blues.mp3
30s - Red Red Wine,UB40,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - Red Red Wine.mp3
30s - Silence,Noone,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - Silence.mp3
30s - Singing in the Rain,Fred Astaire,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - Singing in the Rain.mp3
30s - Swing,Noone,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - Swing.mp3
20s - Karozzin,Greenfields,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - The Greenfields - Karozzin.mp3
30s - Dear Poni,Xtruppaw,2006,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 30s - Xtruppaw - Dear Poni.mp3
35s - Sobbin' Blues,Artie Shaw,1996,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Cortina 35s - Artie Shaw - Sobbin' Blues.mp3
15s - L-Imhabba,Helen & Joseph,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 15s - Helen & Joseph - L-Imhabba.mp3
20s - Questo Piccolo Grande Amore,Claudio Baglioni,2005,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 20s - Claudio Baglioni - Questo Piccolo Grande Amore.mp3
20s - Xemx,Dominic Grech & The Tramps,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 20s - Dominic Grech & The Tramps - Xemx.mp3
20s - All You Need Is Love,The Beatles,1967,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 20s - The Beatles - All You Need Is Love.mp3
20s - Love Me Do,The Beatles,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 20s - The Beatles - Love Me Do.mp3
25s - My Beloved Monster,Eels,1996,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 25s - Eels - My Beloved Monster.mp3
25s - Quand On N'A Que L'Amour,Jacques Brel,1996,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 25s - Jacques Brel - Quand On N'A Que L'Amour.mp3
25s - Crazy Little Thing Called Love,Queen,1994,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 25s - Queen - Crazy Little Thing Called Love.mp3
25s - Can't Buy Me Love,The Beatles,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 25s - The Beatles - Can't Buy Me Love.mp3
25s - She Loves You,The Beatles,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 25s - The Beatles - She Loves You.mp3
25s - Pride (In The Name Of Love),U2,1998,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 25s - U2 - Pride (In The Name Of Love).mp3
30s - Is This Love,Bob Marley,2001,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 30s - Bob Marley - Is This Love.mp3
55s - Somebody To Love,Queen,,Cortina,Cortinas,,/media/Orange/Gordon/tmp/Cortina/Love, Love, Love/Cortina 55s - Queen - Somebody To Love.mp3
Guardia Vieja,El Cuarteto San Telmo ; Instrumental,1965,Tango,Tangos De Siempre,1,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/01 - Guardia Vieja.mp3
Romance De Barrio,El Cuarteto San Telmo ; Instrumental,1966,Vals,Tangos De Siempre,2,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/02 - Romance De Barrio.mp3
Amigazo,El Cuarteto San Telmo ; Instrumental,1966,Tango,Tangos De Siempre,3,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/03 - Amigazo.mp3
El Motivo,El Cuarteto San Telmo ; Instrumental,1966,Tango,Tangos De Siempre,4,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/04 - El Motivo.mp3
Los Mareados,El Cuarteto San Telmo ; Instrumental,1966,Tango,Tangos De Siempre,5,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/05 - Los Mareados.mp3
Griseta,El Cuarteto San Telmo ; Instrumental,1966,Tango,Tangos De Siempre,6,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/06 - Griseta.mp3
Amurado,El Cuarteto San Telmo ; Instrumental,1966,Tango,Tangos De Siempre,7,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/07 - Amurado.mp3
Con Toda La Voz Que Tengo,El Cuarteto San Telmo ; Instrumental,1966,Milonga,Tangos De Siempre,8,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/08 - Con Toda La Voz Que Tengo.mp3
Yo Te Bendigo,El Cuarteto San Telmo ; Instrumental,1966,Tango,Tangos De Siempre,9,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/09 - Yo Te Bendigo.mp3
Tinta Roja,El Cuarteto San Telmo ; Instrumental,1966,Tango,Tangos De Siempre,10,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/10 - Tinta Roja.mp3
De Vuelta Al Bulín,El Cuarteto San Telmo ; Instrumental,1965,Tango,Tangos De Siempre,11,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/11 - De Vuelta Al Bulín.mp3
Responso,El Cuarteto San Telmo ; Instrumental,1966,Tango,Tangos De Siempre,12,/media/Orange/Gordon/tmp/Cuarteto San Telmo/Tangos De Siempre/12 - Responso.mp3
El Apache Argentino,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,1,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/01 - El Apache Argentino.mp3
Hotel Victoria,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,2,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/02 - Hotel Victoria.mp3
Unión Cívica,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,3,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/03 - Union Civica.mp3
El Trillador,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,4,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/04 - El Trillador.mp3
El Choclo,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,5,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/05 - El Choclo.mp3
El Flete,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,6,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/06 - El Flete.mp3
La Cara De La Luna,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,7,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/07 - La Cara De La Luna.mp3
Canaro,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,8,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/08 - Canaro.mp3
Chiflale Que Va A Venir,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,9,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/09 - Chiflale Que Va A Venir.mp3
La Compadrada Del Cometa,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,10,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/10 - La Compadrada Del Cometa.mp3
Matasano,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,11,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/11 - Matasano.mp3
Independencia,Cuarteto Viejo Buenos Aires ; Instrumental,1994,Tango,Tangos De La Guardia Vieja,12,/media/Orange/Gordon/tmp/Cuarteto Viejo Buenos Aires/Tangos De La Guardia Vieja/12 - Independencia.mp3
Elegante Papirusa,Edgardo Donato ; Instrumental,1935,Tango,A Media Luz,1,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/01 - Elegante Papirusa.mp3
El Vals De Los Recuerdos,Edgardo Donato ; Hugo Del Carril,1935,Vals,A Media Luz,2,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/02 - El Vals De Los Recuerdos.mp3
Muchacho De Cafetín,Edgardo Donato ; Hugo Del Carril,1935,Tango,A Media Luz,3,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/03 - Muchacho De Cafetin.mp3
Me Voy A Baraja,Edgardo Donato ; Horacio Lagos,1936,Tango,A Media Luz,4,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/04 - Me Voy A Baraja.mp3
Ella Es Así,Edgardo Donato ; Horacio Lagos,1938,Milonga,A Media Luz,5,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/05 - Ella Es Asi.mp3
Alas Rotas,Edgardo Donato ; Horacio Lagos,1938,Tango,A Media Luz,6,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/06 - Alas Rotas.mp3
Chapaleando Barro,Edgardo Donato ; Lita Morales  Horacio Lagos,1939,Tango,A Media Luz,7,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/07 - Chapaleando Barro.mp3
Sombra Gaucha,Edgardo Donato ; Lita Morales  Horacio Lagos,1939,Tango,A Media Luz,8,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/08 - Sombra Gaucha.mp3
Mi Serenata,Edgardo Donato ; Lita Morales  Romeo Gavioli,1940,Tango,A Media Luz,9,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/09 - Mi Serenata.mp3
Campo Afuera,Edgardo Donato ; Horacio Lagos,1940,Milonga,A Media Luz,10,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/10 - Campo Afuera.mp3
Sinfonía De Arrabal,Edgardo Donato ; Lita Morales  Horacio Lagos  Romeo Gavioli,1940,Tango,A Media Luz,11,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/11 - Sinfonía De Arrabal.mp3
La Melodía Del Corazón,Edgardo Donato ; Romeo Gavioli,1940,Tango,A Media Luz,12,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/12 - La Melodia Del Corazon.mp3
Estrellita Mía,Edgardo Donato ; Horacio Lagos  Romeo Gavioli  Lita Morales,1940,Vals,A Media Luz,13,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/13 - Estrellita Mia.mp3
Yo Te Amo,Edgardo Donato ; Lita Morales  Romeo Gavioli,1940,Tango,A Media Luz,14,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/14 - Yo Te Amo.mp3
Fue Mi Salvación,Edgardo Donato ; Horacio Lagos,1940,Tango,A Media Luz,15,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/15 - Fue Mi Salvacion.mp3
Amando En Silencio,Edgardo Donato ; Horacio Lagos  Romeo Gavioli,1940,Tango,A Media Luz,16,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/16 - Amando En Silencio.mp3
A Oscuras,Edgardo Donato ; Horacio Lagos,1941,Tango,A Media Luz,17,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/17 - A Oscuras.mp3
Un Libro,Edgardo Donato ; Horacio Lagos,1941,Tango,A Media Luz,18,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/18 - Un Libro.mp3
A Media Lúz,Edgardo Donato ; Horacio Lagos,1941,Tango,A Media Luz,19,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/19 - A Media Luz.mp3
Repique Del Corazón,Edgardo Donato ; Horacio Lagos  Romeo Gavioli,1941,Milonga,A Media Luz,20,/media/Orange/Gordon/tmp/Edgardo Donato/A Media Luz/20 - Repique Del Corazon.mp3
Triste Amanecer,Edgardo Donato  Roberto Zerrillo ; Instrumental,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,01,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/01 - Triste Amanecer.mp3
Luces De La Tarde,Edgardo Donato  Roberto Zerrillo ; Instrumental,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,02,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/02 - Luces De La Tarde.mp3
Segui  No Te Pares,Edgardo Donato  Roberto Zerrillo ; Luis Diaz,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,03,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/03 - Segui No Te Pares.mp3
Don Esteban,Edgardo Donato  Roberto Zerrillo ; Instrumental,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,04,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/04 - Don Esteban.mp3
De Madrugada,Edgardo Donato  Roberto Zerrillo ; Instrumental,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,05,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/05 - De Madrugada.mp3
Hasta Cuando,Edgardo Donato  Roberto Zerrillo ; Luis Diaz,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,06,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/06 - Hasta Cuando.mp3
Misterio,Edgardo Donato  Roberto Zerrillo ; Instrumental,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,07,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/07 - Misterio.mp3
Se Va La Vida,Edgardo Donato  Roberto Zerrillo ; Luis Diaz,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,08,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/08 - Se Va La Vida.mp3
Dolores,Edgardo Donato  Roberto Zerrillo ; Instrumental,2001,Vals,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,09,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/09 - Dolores.mp3
Felicia,Edgardo Donato ; Instrumental,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,10,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/10 - Felicia.mp3
La Paisanita,Edgardo Donato ; Luis Diaz,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,11,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/11 - La Paisanita.mp3
Adelina,Edgardo Donato ; Luis Diaz,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,12,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/12 - Adelina.mp3
Rayo De Luz,Edgardo Donato ; Luis Diaz,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,13,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/13 - Rayo De Luz.mp3
Volve,Edgardo Donato ; Mercedes Carne,2001,Vals,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,14,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/14 - Volve.mp3
Pibe Palermo,Edgardo Donato ; Luis Diaz,,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,15,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/15 - Pibe Palermo.mp3
Tan Solo 20 Años Tenia,Edgardo Donato ; Instrumental,,Vals,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,16,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/16 - Tan Solo 20 Anos Tenia.mp3
Viejo Palermo,Edgardo Donato ; Instrumental,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,17,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/17 - Viejo Palermo.mp3
,,,,,18,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/18 - Evocacion.mp3
Che Rodolfo,Edgardo Donato ; Luis Diaz,2001,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,19,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/19 - Che Rodolfo.mp3
Decile A Tu Vieja,Edgardo Donato ; Instrumental,,Tango,Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931,20,/media/Orange/Gordon/tmp/Edgardo Donato/Orquesta Edgardo Donato Y Sus Muchachos Y Orquesta Donato Zerrillo - 1928-1931/20 - Decile A Tu Vieja.mp3
,,,,,,/media/Orange/Gordon/tmp/Edmundo Rivero/Tango De Colección Vol 12 - Edmundo Rivero/01 - Cafetín De Buenos Aires.mp3
,,,,,,/media/Orange/Gordon/tmp/Edmundo Rivero/Tango De Colección Vol 12 - Edmundo Rivero/02 - El Último Organito.mp3
,,,,,,/media/Orange/Gordon/tmp/Edmundo Rivero/Tango De Colección Vol 12 - Edmundo Rivero/03 - Cuando Me Entrés A Fallar.mp3
La Casita De Mis Viejos,Horacio Salgán ; Edmundo Rivero,1957,Tango,Tango De Colección Vol 12 - Edmundo Rivero,,/media/Orange/Gordon/tmp/Edmundo Rivero/Tango De Colección Vol 12 - Edmundo Rivero/04 - La Casita De Mis Viejos.mp3
,,,,,,/media/Orange/Gordon/tmp/Edmundo Rivero/Tango De Colección Vol 12 - Edmundo Rivero/05 - Confesión.mp3
,,,,,,/media/Orange/Gordon/tmp/Edmundo Rivero/Tango De Colección Vol 12 - Edmundo Rivero/06 - Malevaje.mp3
