Cafetín de Buenos Aires - 1948/1949 - Troilo en RCA (633432),00828766334326,1
Cambalache - Juan D'Arienzo Y Su Orquesta Típica Con Alberto Echagüe 1939-1952 - El bandoneón (EBCD 109),08427328131094,1
Campo Afuera - El bandoneón (EBCD 40),08427328130400,1
Candombe 1941-1949 - Francisco Canaro - El bandoneón (EBCD 108),05013037090802,1
Candombes y milongas - Alberto Castillo - Reliquias (499974),00724349997424,1
Canta Carlos Dante - 20 Éxitos Vol. 1 - Alfredo De Angelis - Reliquias (473889),00724347388927,1
Canta Carlos Dante - 20 Éxitos Vol. 2 - Alfredo De Angelis - Reliquias (473890),00724347389023,1
Canta Ernesto Famá Vol. 2 - Francisco Canaro - Reliquias (235394),05099923539426,1
Canta Roberto Maida Vol. 2 - Francisco Canaro - Reliquias (235393),05099923539327,1
Cantan Alberto Morán y Roberto Chanel - Osvaldo Pugliese - Reliquias (541703),00724354170324,1
Cantan Oscar Larroca y Carlos Dante - Alfredo De Angelis - Reliquias (541695),00724354169526,1
Cantemos corazón - Calla bandoneón 1955-1957 - Colección Juan D'Arienzo 2005 (693472),00828766934724,1
"Carlos Di Sarli ""Tangueando te quiero"" 1951-1953 - BATC 2010 (edicion propia EU-14031)",07798089730637,1
Carlos Di Sarli (1939-1947) - Disco Latina (CDL-3011),02480002301127,1
Carlos Di Sarli - 1954-1956 - Archivo RCA (EU-16028),00828767208121,1
Carlos Di Sarli - Jorge Durán (primera época 1945-1947) - BATC/DIEGON 89059,07898659721659,1
Carlos Di Sarli - Memorial Del Tango 13 - AMP (CD-1205M),02480002120520,1
Carlos Di Sarli - Serie de oro - sonido 2000,07798113060037,1
Carlos Di Sarli / Osvaldo Fresedo - BATC (orq 246),02480002152460,1
Carlos Di Sarli 1928/1931 - Colección 78 RPM (EU-17022),00828767009322,1
"Carlos Di Sarli 1929-1931 ""Criollo viejo"" - BATC (orq 336)",02480002153368,1
Carlos Di Sarli 1940-1947 - Colección 78 RPM (EU-17036),00828767207025,1
Carlos Di Sarli 1940/1943 - Colección 78 RPM (EU-17016),00828766032925,1
Carlos Di Sarli 1943/1948 - Colección 78 RPM (EU-17017),00828766035421,1
Carlos Di Sarli Con Cantores de FM Tango Para Usted - 19664,00743211966429,1
Carlos Di Sarli Con Jorge Durán Y Roberto Florio - 1956-1958 - Archivo RCA (EU-16023),00828766408829,1
Carlos Di Sarli Instrumental Vol. 1 - BMG/Solo Tango 71377,00743211610827,1
Carlos Di Sarli Vol. 01 (1928-1929) - CdT,02480001050125,1
Carlos Di Sarli Vol. 02 (1929-1930) - CdT,02480001050224,1
Carlos Di Sarli Vol. 03 (1930-1931) - CdT,02480001050323,1
Carlos Di Sarli Vol. 04 (1939-1940) - CdT,02480001050422,1
Carlos Di Sarli Vol. 05 (1940-1941) - CdT,02480001050521,1
Carlos Di Sarli Vol. 06 (1941-1942) - (CTA-506),02480001050620,1
Carlos Di Sarli Vol. 06 (1941-1942) - CdT,02480001050620,1
Carlos Di Sarli Vol. 07 (1942-1943) - CdT,02480001050729,1
Carlos Di Sarli Vol. 08 (1943-1944) - CdT,02480001050828,1
Carlos Di Sarli Vol. 09 (1944-1945) - CdT,02480001050927,1
Carlos Di Sarli Vol. 10 (1945-1946) - CdT,02480001051023,1
Carlos Di Sarli Vol. 11 (1946-1948) - CdT,02480001051122,1
Carlos Di Sarli Vol. 16 (1951) - (CTA-516),02480001051627,1
Carlos Di Sarli Vol. 16 (1954) - CdT,02480001051221,1
Carlos Di Sarli Vol. 17 (1952) - (CTA-517),02480001051726,1
Carlos Di Sarli Vol. 17 (1955) - CdT,02480001051320,1
Carlos Di Sarli Vol. 18 (1952-1953) - (CTA-518),02480001051825,1
Carlos Di Sarli Vol. 18 (1956) - CdT,02480001051429,1
Carlos Di Sarli Vol. 19 (1953-1954) - (CTA-519),02480001051924,1
Carlos Di Sarli Vol. 19 (1956-1958) - CdT,02480001051528,1
Carlos Di Sarli Vol. 20 (1958) - (CTA-520),02480001052020,1
Carlos Di Sarli Vol. 3 - Milonguero viejo - AMP (CD-1256),02480002125624,1
Carlos Di Sarli Vol. 4 (1939-1940) - (CTA-504),02480001050422,1
Carlos Di Sarli Vol. 7 (1942-1943) - (CTA-507),02480001050729,1
Carlos Di Sarli Vol. 9 (1944-1945) - (CTA-509),02480001050927,1
Carlos Di Sarli y su Orquesta Típica años '41 al '47 - BATC Revista Volumen 10 (836992),00743218369926,1
Carlos Di Sarli y sus cantores - 1954-1958 - Archivo RCA (EU-16010),00743219561329,1
Charlo - Linyera - (AMP-1096),02480002109624,1
Charlo 1934-1955 - BATC (col-560/5060),02480002150602,1
Che Buenos Aires - 1969/1970 - Troilo en RCA (627042),00828766270426,1
Che bandoneón - 1965 - Troilo en RCA (633412),00828766334128,1
Ciriaco Ortiz Vol. 2 (1931-1934) - (CTA-252),02480002152606,1
Classic Bands of Tango's Golden Age - Harlequin (HQCD-91),00008637209124,1
Colección,00077779662425,1
Colección Aniversario (Osvaldo Pugliese),00724349965324,1
Colección de Tango Clarin 11,09789507826641,1
Con Sabor a Tango - Alfredo De Angelis - Reliquias (477595),00724347759529,1
Corrientes y Esmeralda 1944-1949 - Colección Juan D'Arienzo 2005 (693392),00828766933925,1
Creaciones inolvidables con Podestá y Bermúdez - Pedro Laurenz - Reliquias (529110),00724352911028,1
Criollo de ley 1957-1958 - Colección Juan D'Arienzo 2005 (693492),00828766934922,1
Cuando Tallan Los Recuerdos. Aníbal Troilo con Alberto Marino - El bandoneón (EBCD 55),08427328130554,1
Cuatro Compases - El bandoneón (EBCD 48),08427328130486,1
Cuatro Palabras - Adolfo Carabelli 1931-1933 - El Bandoneón (EBCD 87),08427328130875,1
D'Arienzo Con Sus Cantores de FM Tango Para Usted - Volume 4 - 19665,00743211966528,1
D'Arienzo For Export Vol. II,00743213458229,1
D'Arienzo For Export Vol. III,00743213541525,1
D'Arienzo for Export,00743213456621,1
DJ-Remi Kooij Compilation Tango/Valses/Milongas 1,02480002102564,1
DJ-Remi Kooij Compilation Tango/Valses/Milongas 3,02480002102588,1
DJ-Remi Kooij Compilation Tango/Valses/Milongas 5,02480002102533,1
DJ-Remi Kooij Compilation Vals unknown 2,02480002102595,1
DJ-Remi Kooij La Cumparsita,02480002102557,1
DJ-Remi Kooij Osvaldo Pugliese Vivo En El Teatro Colón De Buenos Aires El 26-12-1985,00724352227327,1
De Caro por Pugliese - EMI 1996,00724383743223,1
De la Guardia Vieja - Roberto Firpo - Reliquias (837477),00724383747726,1
De la Guardia Vieja Vol. 2 - Roberto Firpo - Reliquias (499979),00724349997929,1
De la Guardia Vieja Vol. 3 - Roberto Firpo - Reliquias (541699),00724354169922,1
De mi barrio - Alberto Castillo - Reliquias (859022),00724385902222,1
De pura cepa 1935-1936 - Colección Juan D'Arienzo 2004 (693302),00828766933024,1
De un tiempo que pasó - Osvaldo Fresedo - Reliquias (495377),00724349537729,1
Del compás te llaman Rey 1962-1963 - Colección Juan D'Arienzo 2005 (693542),00828766935424,1
Desde el Alma - Francisco Canaro - Reliquias (837414),00724383741427,1
Después de las Estrellas - Miguel Caló - Reliquias (379177),00094637917725,1
Discografía Completa Vol. 1 CD 1 = El Rey del Compas - Magenta,07798067339555,1
Discografía Completa Vol. 1 CD 1 = Naranjo en Flor (Magenta 60103),07798067339609,1
Discografía Completa Vol. 1 CD 1 = Vieja Recova - Magenta 2003,07798067330460,1
Discografía Completa Vol. 1 CD 2 = La Morocha canta Alberto Echagüe - Magenta,07798067330286,1
Domingo Federico canta Rubén Sánchez - Miguel Caló canta Raúl del Mar - BATC Ediciones Columbia (col 506),02480002150060,1
Dos En Uno (Osvaldo Fresedo),00724382159124,1
Dos En Uno (Osvaldo Pugliese),00724382159629,1
Dos Maestros...Dos Estilos - Pugliese / De Angelis - Archivo Odeon (EU-19011),00094638988021,1
"Dos maestros, dos estilos - Carlos Di Sarli - Juan D'Arienzo - Seleccion Bailable - Vol. 1 - Archivo RCA (EU-16019)",00828765218221,1
Edgardo Donato - Memorial Del Tango 11 - AMP (CD-1197M),02480002119722,1
Edgardo Donato - RGS Music (1640-2),07798145106406,1
"Edgardo Donato 1930-1932 ""Viejo Palermo"" - BATC (orq 318)",02480002153184,1
Edgardo Donato 1930-1936 - BATC (orq 228),02480002152286,1
Edgardo Donato 1931-1932 - BATC (orq 275),02480002152750,1
Edgardo Donato 1933-1941 - BATC (orq 208),02480002152088,1
Edgardo Donato 1933/1941 - Colección 78 RPM (EU-17019),00828766124224,1
Edgardo Donato 1936-1945 - BATC (orq 229),02480002152293,1
Edgardo Donato 1938/1942 - Colección 78 RPM (EU-17025),00828767009520,1
Edgardo Donato Vol. 1 (1932-1941) - (CTA-241),02480001024126,1
Edgardo Donato Vol. 3 (1933-1941) - (CTA-243),02480001024324,1
Edgardo Donato Vol. 3 - Vagabundo - AMP (CD-1121),02480002112129,1
Edgardo Donato Vol. 4 (1934-1944) - (CTA-244),02480001024423,1
Edgardo Donato Vol. 4 - Elegante papirusa - AMP (CD-1152),02480002115229,1
Edgardo Donato Vol. 5 - Chiqué - AMP (CD-1233),02480002123323,1
Edgardo Donato Vol. 6 - Se va la vida - AMP (CD-1280),02480002128021,1
Edgardo Donato y sus Muchachos 1932-1941 - Disco Latina (CDL-3020),02480002302025,1
Edgardo Donato y sus muchachos - Orquesta Donato-Zerrillo 1928-1931 - El bandoneón 2001 (EBCD 139),08427328131391,1
Edgardo Donato y sus muchachos 1932-1939 - El bandoenón 2003 (EBCD 88),08427328130882,1
Edgardo Donato y sus muchachos 1935-1942 A media luz - El bandoneón 1998 (EBCD 95),08427328130950,1
"El ""Chato"" Flores en el Recuerdo - Enrique Rodríguez - Reliquias (541705)",00724354170522,1
El Aguacero - El bandoneón (EBCD 119),08427328131193,1
El Cantor De Los 100 Barrios Porteños,08427328140058,1
"El Dia De Tu Ausencia cantan: Roberto Chanel, Alberto Morán",08427328130967,1
"El Gordo y el Polaco - Aníbal Troilo ""Pichuco"" y Roberto Goyeneche - BMG/Tango Argentino 1996 (412902)",00743214129029,1
El Gran Osvaldo Pugliese en FM Tango - 512650,00731451265020,1
"El Inmortal ""Pichuco"" - El Bandoneón (EBCD 1)",08427328130011,1
El Rey Del Compás - El bandoneón (EBCD 43),08427328130431,1
El Rey del Compás 1941-1943 - Colección Juan D'Arienzo 2004 (693342),00828766933420,1
El Señor del Tango - El bandoneón (EBCD 38),08427328130387,1
El Señor del Tango - Orfeón,00099441336120,1
El Señor del Tango - Polygram (533401-2),02480002028314,1
El Tango En Europa Vol. 3 - BATC (orq-235),02480002152354,1
El Tango En Uruguay 1945-1952 - BATC (COL-572/5072),02480002150725,1
El Tango de Buenos Aires - Reliquias 2005 (477600),00724347760020,1
El Tango en Barcelona CD 1 - El Bandoneón (EBCD 45),08427328130455,1
El Tango...Es el Tango - BMG/Tango Argentino (41295),00743214129524,1
El Viejo Vals - Blue Moon (BMT 004),08427328140041,1
El Violín Romántico Del Tango - El bandoneón (EBCD 94),08427328130639,1
El esquinazo 1937-1938 - Colección Juan D'Arienzo 2005 (693312),00828766933123,1
El inolvidable Julio de Caro y su sexteto típico 1926-28 - El bandoneón (EBCD 6),08427328130066,1
El pibe de la paternal - El bandoneón (EBCD 49),08427328130493,1
En Vivo En El Teatro Colón De Buenos Aires Volumen 1 y 2,00724352227327,1
En la década del '50 - Edgardo Donato - Archivo Odeon (EU 19017),00094638988922,1
Encuentro - Francisco Canaro y su Orquesta Típica - canta: Guillermo Rico - Reliquias (379176),00094637917626,1
Encuentro - Ricardo Tanturi Los Indios canta Enrique Campos - BMG/Tango Argentino (63355),00743216335527,1
Enrique Rodríguez (1939-1956) - Disco Latina (CDL-3014),02480002301424,1
Enrique Rodríguez - Son cosas del bandoneón - (AMP-1132),02480002113225,1
Enrique Rodríguez Y Su Orquesta Típica 1939-1946 - El bandoneón (EBCD 101),08427328131018,1
Escalas En Azu - Osmar Maderna Y Su Orquesta Típica 1946-1950 - El bandoneón (EBCD 102),08427328131025,1
Esto es puro compás - BATC/DIEGON 89061,07898659721703,1
Evocando El 40,00724383231522,1
Fechoría - 1970 - Troilo en RCA (599362),00828765993623,1
"Finally Together Volume 1 - Astor Piazzolla & The New Tango Sex-Tet Live in ""Carré"" Amsterdam - Lucho 7704",08711315770428,1
"Finally Together Volume 2 - Osvaldo Pugliese Orquesta Típica Live in ""Carré"" Amsterdam - Lucho 7705",00724383153923,1
"Florindo Sassone - ""El relampago"" - (AMP-1139)",02480002113928,1
Florindo Sassone Con Sus Cantores - 1947-1956 - Archivo RCA (EU-16021),08427328131209,1
Francini - Pontier - 1951-1955 - Archivo RCA (EU-16027),00828767207926,1
Francini - Pontier 1946/1949 - Colección 78 RPM (EU-17037),00828767207827,1
Francini - Pontier 1946/1950 - Colección 78 RPM (EU-17004),00828766025323,1
Francini - Pontier 1949/1953 - Colección 78 RPM (EU-17038),00828767207728,1
Francini-Pontier (1946-1955) - Disco Latina (SDL-2018),02480002201823,1
Francini-Pontier Instrumental Vol. 1 - 1946-1952 - Archivo RCA (EU-16013),00743219884220,1
Francini-Pontier Instrumental Vol. 2 - 1952-1955 - Archivo RCA (EU-16016),00828765028424,1
"Francisco Canaro ""Mano Brava"" 1924-1940 - Harlequin (HQCD-117)",00008637211721,1
Francisco Canaro (1929) - (CTA-703),02480001070321,1
Francisco Canaro (1930) - (CTA-701),02480002152880,1
Francisco Canaro (1931-1932) - (CTA-704),02480002152903,1
Francisco Canaro (1932-1933) - (CTA-705),02480002152910,1
Francisco Canaro (1934) - (CTA-707),02480002152927,1
Francisco Canaro (1935) - (CTA-708),02480001070826,1
Francisco Canaro (1936) - (CTA-709),02480001070925,1
Francisco Canaro (1937) - (CTA-710),02480001071021,1
Francisco Canaro (1938) - (CTA-771),02480001077122,1
Francisco Canaro (1939) - (CTA-772),02480002153092,1
Francisco Canaro (1940) - (CTA-773),02480001077320,1
Francisco Canaro (1941) - (CTA-774),02480001077429,1
Francisco Canaro - Serie Romantica Vol. 12 - Arrabalero - AMP (CD-1089),02480002108924,1
Francisco Canaro - Serie Romantica Vol. 13 - La última copa - (AMP-1113),02480002111320,1
Francisco Canaro - Serie Romantica Vol. 18 - Ventanita De Arrabal - AMP (CD-1249),02480002124924,1
Francisco Canaro - Serie Romantica Vol. 19 - Esta noche me emborracho - AMP (CD-1273),02480002127321,1
Francisco Canaro - Serie de oro - sonido 2000 (SO 1004),07798113060051,1
Francisco Canaro - Tango clasico - (AMP-1207),02480002120728,1
"Francisco Canaro 1926-1927 ""Calavera viejo"" - BATC (orq 337)",02480002153375,1
Francisco Canaro 1926-1929 - BATC (orq 226),02480002120728,1
"Francisco Canaro 1927-1928 ""Tiempos que fueron"" - BATC (orq 329)",02480002153290,1
Francisco Canaro 1927-1928 - BATC (orq 237),02480002152378,1
Francisco Canaro 1927-1940 - BATC (orq 251),02480002152514,1
Francisco Canaro 1927/1931 - BATC (orq 203),02480002152033,1
"Francisco Canaro 1928-1931 ""Tiempos viejos"" - BATC (orq 325)",02480002153252,1
"Francisco Canaro 1929 ""Estampa del suburbio"" - BATC (orq 287)",02480001070321,1
"Francisco Canaro 1929-1933 ""Serie sinfonica"" - BATC (orq 259)",02480002152590,1
Francisco Canaro 1929-1947 - BATC (orq 252),02480002152521,1
"Francisco Canaro 1930 ""Fueye querido"" - BATC (orq 288)",02480002152880,1
"Francisco Canaro 1930-1931 ""Criollazo"" - BATC (orq 289)",02480001070222,1
"Francisco Canaro 1930-1941 ""Corazón de oro"" - BATC (orq 310)",02480001105221,1
"Francisco Canaro 1931-1932 ""Yo te adoro banondeón"" - BATC (orq 290)",02480002152903,1
"Francisco Canaro 1932 ""Fenomeno"" - BATC (orq 308)",02480002153085,1
"Francisco Canaro 1932-1933 ""La canción de Buenos Aires"" - BATC (orq 291)",02480002152910,1
"Francisco Canaro 1932-1934 ""Dos amores"" - BATC (orq 340)",02480002153405,1
Francisco Canaro 1933-1934 - BATC (orq 227),02480002115922,1
"Francisco Canaro 1933-1940 ""La Milonga De Buenos Aires"" - BATC (orq 286)",02480001105122,1
"Francisco Canaro 1934 ""Esquinas porteñas"" - BATC (orq 292)",02480002152927,1
"Francisco Canaro 1934-1941 ""Tangos, Valses y Milongas"", BATC (orq 341)",02480002153412,1
"Francisco Canaro 1935 ""Noches de Buenos Aires"" - BATC (orq 295)",02480001070826,1
"Francisco Canaro 1936 ""Yo tambien soñe"" - BATC (orq 296)",02480001070925,1
"Francisco Canaro 1937 ""Pura Milonga"" - BATC (orq 299)",02480001071021,1
"Francisco Canaro 1938 ""Sangre de suburbio"" - BATC (orq 300)",02480001077122,1
"Francisco Canaro 1939 ""Sinfonia de arrabal"" - BATC (orq 309)",02480002153092,1
"Francisco Canaro 1940 ""Bandoneon de mis amores"" - BATC (orq 311)",02480001077320,1
"Francisco Canaro 1941 ""Acariciando recuerdos"" - BATC (orq 312)",02480001077429,1
Francisco Canaro II - Memorial Del Tango 23 - AMP (CD-1263M),02480002126324,1
Francisco Canaro Vol. 15 (1927) - (CTA-775),02480001077528,1
Francisco Canaro Vol. 16. (1928) - (CTA-776),02480001077627,1
Francisco Canaro Vol. 17 (1928) (II) - (CTA-777),02480001077726,1
Francisco Canaro en Japón - Diciembre 1961 - BATC (col-524/5024),02480002150244,1
