Tango,Carlos Di Sarli,Cuidado con los 50,1942
Tango,,Cuidao con los 50,1954
Vals,"Francisco Lomuto, voc. Jorge Omar",Damisela encantadora,1936
,"null, voc. Juan Arvizu",Damisela encantadora,
Tango,"Osvaldo Pugliese, voc. Roberto Chanel",Dandy,1945
Tango,"Miguel Caló, voc. Raúl Iriarte",De 6 a 7,1944
Tango,"Ricardo Tanturi, voc. Enrique Campos",De 6 a 7 / De seis a siete,1945
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",De abolengo,1955
Milonga,"Juan D'Arienzo, voc. Alberto Echagüe",De antaño,1939
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",De barro,1943
Tango,"Miguel Caló, voc. Jorge Ortiz",De barro,1943
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",De barro,1943
Tango,Ángel D'Agostino,De corte criollo,1945
Tango,Julio Pollero,De estirpe porteña,1928
Tango,Osvaldo Pugliese,De floreo,1950
Tango,"Ángel D'Agostino, voc. Ángel Vargas",De igual a igual,1945
Milonga,Miguel Villasboas,De mi arrabal,
Tango,Astor Piazzolla,De mi bandoneón,1947
Tango,Juan D'Arienzo,De mi flor,1938
Tango,"Francisco Canaro, voc. Carlos Galán",De puerta en puerta,1934
Tango,Ángel D'Agostino,De pura cepa,1943
Milonga,Aníbal Troilo,De pura cepa,1942
Milonga,Juan D'Arienzo,De pura cepa,1935
Tango,"Pedro Laurenz, voc. Juan Carlos Casas",De puro guapo,1940
Tango,"Carlos Di Sarli, voc. Jorge Durán",De qué podemos hablar,1957
Tango,"Ángel D'Agostino, voc. Ángel Vargas",De salto y carta,1942
,,De seis a siete,
Tango,"Aníbal Troilo, voc. Floreal Ruiz",De todo te olvidas,1948
Tango,"Ricardo Tanturi, voc. Osvaldo Ribó",De todo te olvidas / Cabeza de novia,1946
Vals,", voc. Oscar Serpa",De vuelta,
Tango,"Ricardo Tanturi, voc. Alberto Castillo",Decile que vuelva,1942
Tango,"Carlos Di Sarli, voc. Roberto Rufino",Decime que pasó,1942
Tango,"Rodolfo Biagi, voc. Andrés Falgás",Deja el mundo como está,1940
Vals,"Rodolfo Biagi, voc. Andrés Falgás",Déjame amarte aunque sea un día,1939
Tango,"Osvaldo Pugliese, voc. Alberto Morán",Dejame en paz,1948
Tango,", voc. Mario Pomar",Déjame hablar,
Tango,"Domingo Federico, voc. Carlos Vidal",Déjame volver para mi pueblo,1945
Tango,"Francisco Canaro, voc. Nelly Omar","Déjame, no quiero verte más",1947
,"null, voc. Mario Pomar",Del barrio de las latas,
Milonga,"Aníbal Troilo, voc. Francisco Fiorentino",Del tiempo guapo,1941
Tango,"Osvaldo Pugliese, voc. Alberto Morán",Demasiado tarde,1946
Tango,"Ángel D'Agostino, voc. Ángel Vargas",Demasiado tarde,1946
Tango,Julio De Caro,Derecho viejo,1926
Tango,Osvaldo Fresedo,Derecho viejo,1941
Tango,Juan D'Arienzo,Derecho viejo,1939
Tango,Osvaldo Pugliese,Derecho viejo,1945
Tango,Quinteto Pirincho,Derecho viejo,4-24
Tango,"Francisco Lomuto, voc. Jorge Omar",Desaliento,1938
Tango,"Francisco Lomuto, voc. Jorge Omar",Desaliento,1938
Tango,"Adolfo Carabelli, voc. Luis Díaz",Desconfianza,1932
Tango,"Osvaldo Pugliese, voc. Alberto Morán",Descorazonado,1949
Vals,Miguel Villasboas,Desde el alma,
Vals,Ricardo Tanturi,Desde el alma,1944
Vals,Juan D'Arienzo,Desde el alma,1935
Tango,"Ricardo Tanturi, voc. Enrique Campos",Desde lejos,1944
Tango,"Domingo Federico, voc. Armando Moreno",Designio,1954
Tango,"Osvaldo Pugliese, voc. Alberto Morán",Desilusión,1947
Tango,"Miguel Caló, voc. Raúl Iriarte",Después,1944
Tango,"Aníbal Troilo, voc. Alberto Marino",Después,1944
Tango,"Osvaldo Fresedo, voc. Ricardo Ruiz",Después del carnaval,1941
Tango,"Ángel D'Agostino, voc. Ángel Vargas",Destellos,1946
Tango,"Francisco Canaro, voc. Juan Carlos Rolón",Destellos,1956
Tango,"Juan D'Arienzo, voc. Jorge Valdez",Destino de flor,1957
Tango,"Carlos Di Sarli, voc. Roberto Florio",Destino de flor,1957
Tango,"Aníbal Troilo, voc. Floreal Ruiz",Desvelo,1948
Tango,Miguel Villasboas,Di di / Didí,
Tango,Domingo Federico,Dibujos,1951
Tango,"Ángel D'Agostino, voc. Ángel Vargas",Dice un refrán...,1942
Vals,"Rodolfo Biagi, voc. Andrés Falgás",Dichas que viví,1939
Tango,,Didí,
Tango,Rodolfo Biagi,Didí,1941
Tango,Ricardo Tanturi,Didí,1941
,"null, voc. Juan Arvizu",Dime que sí,
,"null, voc. Tito Schipa",Dímelo al oído,
Tango,"Francisco Lomuto, voc. Alberto Rivera",Dímelo al oído,1945
Tango,", voc. Oscar Serpa","Dinero, dinero",
Tango,Miguel Caló,Disco rayado,1950
Tango,"Ricardo Tanturi, voc. Enrique Campos",Discos de Gardel,1945
Tango,"Ricardo Tanturi, voc. Enrique Campos",Discos de Gardel,1945
Tango,", voc. Mario Pomar",Domani,
Tango,"Ricardo Tanturi, voc. Enrique Campos",Domingo a la noche,1944
Tango,"Miguel Caló, voc. Raúl Berón",Domingo a la noche,1944
Tango,Osvaldo Pugliese,Don Aniceto,1950
Tango,Juan D'Arienzo,Don Esteban,1936
Tango,Quinteto Pirincho,Don Goyo,2-01
Tango,,Don José María,
Tango,Carlos Di Sarli,Don José María,1943
Tango,Quinteto Pirincho,Don Juan,4-15
Tango,,Don Juan,
Tango,Francisco Canaro,Don Juan,1929
Tango,Quinteto Pirincho,Don Juan,4-15
Tango,Carlos Di Sarli,Don Juan,1941
Tango,Juan D'Arienzo,Don Juan,1936
Tango,Quinteto Pirincho,Don Juan,4-15
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",Don Juan Mondiola,1950
Tango,Juan D'Arienzo,Don Orlando,1954
Tango,Juan D'Arienzo,Don Pacífico,1954
Tango,Juan D'Arienzo,Don Pacífico,1939
Tango,"Francisco Canaro, voc. Ernesto Famá",Dónde,1933
,"null, voc. Tito Schipa",Donde estás corazón?,
Tango,"Alberto Castillo, voc. Alberto Castillo","Dónde estas, corazón?",1949
Tango,"Domingo Federico, voc. Carlos Vidal",Donde todos olvidan,1945
Tango,"Francisco Canaro, voc. Ernesto Famá",Dos amores,1932
Tango,Héctor Varela,Dos canarios,
Tango,"Miguel Caló, voc. Alberto Podestá",Dos fracasos,1941
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",Dos guitas,1954
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",Dos guitas,1939
Tango,"Osvaldo Pugliese, voc. Alberto Morán",Dos ojos tristes,1946
Tango,"Ricardo Tanturi, voc. Enrique Campos","Dos palabras, por favor",1943
Vals,"Osvaldo Pugliese, voc. Alberto Morán",Dos que se aman,1948
Tango,", voc. Mario Pomar",Duelo criollo,1953
Vals,"Francisco Canaro, voc. Ernesto Famá",Durazno en flor,1932
Tango,Miguel Caló,Echale sal,1948
Tango,Rodolfo Biagi,El 13,1938
Tango,"Osvaldo Pugliese, voc. Alberto Morán",El abrojito,1945
Milonga,"Domingo Federico, voc. Oscar Larroca",El adiós de Gabino Ezeiza,1947
Vals,Juan D'Arienzo,El aeroplano,1938
Tango,Aníbal Troilo,El africano,1945
Tango,Juan D'Arienzo,El africano,1937
Tango,Quinteto Pirincho,El alacrán,4-29
Tango,Juan D'Arienzo,El alacrán,1965
Tango,Quinteto Pirincho,El alacrán,4-29
Tango,Carlos Di Sarli,El amanecer,1942
Tango,,El amanecer,
Tango,Carlos Di Sarli,El amanecer,1951
Tango,Miguel Villasboas,El amanecer,
Tango,Domingo Federico,El amanecer,1950
Tango,Alfredo Gobbi,El andariego,1951
Tango,Quinteto Pirincho,El apache argentino,4-28
Tango,Quinteto Pirincho,El apache argentino,4-28
Tango,Juan D’Arienzo,El apronte,1937
Tango,Juan D'Arienzo,El apronte,1937
Tango,"Ángel D'Agostino, voc. Ángel Vargas",El aristócrata / El Shusheta,1945
Tango,Osvaldo Pugliese,El arranque,1944
Tango,Juan D'Arienzo,El baqueano,1937
Tango,Julio De Caro,El baqueano / El baquiano,1927
Milonga,"Aníbal Troilo, voc. Alberto Marino",El barrio del tambor,1943
Tango,Ricardo Tanturi,El buey solo,1941
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",El bulín de la calle Ayacucho,1941
Tango,Osvaldo Pugliese,El buscapié,1947
Tango,Carlos Di Sarli,El caburé,1946
Tango,Juan D'Arienzo,El caburé,1937
Tango,Orquesta Típica Corrientes (Angosta),El caburé,1978
Tango,Adolfo Carabelli,El caburé,1932
Tango,,El caburé,
Tango,Juan D'Arienzo,El cachafaz,1937
Tango,,El cachafaz,1954
Tango,Juan D'Arienzo,El cencerro,1937
Tango,Quinteto Pirincho,El chamuyo,8-01
Tango,Orquesta Típica Corrientes (Angosta),El chamuyo,1978
Tango,Edgardo Donato,El chamuyo,1938
Tango,Juan D'Arienzo,El chamuyo,1965
Tango,Carlos Di Sarli,El choclo,1954
Tango,Carlos Di Sarli,El choclo,
Tango,Juan D'Arienzo,El choclo,1937
Tango,Orquesta Típica Victor,El choclo,1929
Tango,,El choclo,1954
Tango,"Ángel D'Agostino, voc. Ángel Vargas",El choclo,1941
Tango,Carlos Di Sarli,El choclo,1954
Tango,Quinteto Pirincho,El choclo,4-15
Tango,Quinteto Pirincho,El choclo,4-15
Tango,Juan D'Arienzo,El chupete,1955
Tango,Aníbal Troilo,El chupete,1942
Tango,"Carlos Di Sarli, voc. Roberto Rufino",El cielo en tus ojos,1941
Tango,,El ciruja,
Tango,Juan D'Arienzo,El cisne,1938
Tango,"Ángel D'Agostino, voc. Ángel Vargas",El cocherito,1944
Tango,"Ricardo Tanturi, voc. Enrique Campos",El corazón me decía,1944
Tango,"Ricardo Tanturi, voc. Enrique Campos",El corazón me decía,1944
Tango,"Ricardo Tanturi, voc. Enrique Campos",El corazón me decía,1944
Tango,"Juan D’Arienzo, voc. Alberto Reynal",El corazón me engañó,1940
Tango,"Ángel D'Agostino, voc. Ángel Vargas",El cornetín del tranvía,1943
Tango,"Ángel D'Agostino, voc. Ángel Vargas",El cuarteador,
Tango,Miguel Caló,El cuatrero,1946
Milonga,"Miguel Caló, voc. Raúl Iriarte",El desafío,1944
Milonga,"Aníbal Troilo, voc. Francisco Fiorentino y Alberto Marino",El desafío,1944
Milonga,"Miguel Caló, voc. Raúl Iriarte",El desafío,1944
Tango,Astor Piazzolla,El desbande,1946
Tango,"Osvaldo Pugliese, voc. Roberto Chanel",El día de tu ausencia,1944
Tango,,El distinguido ciudadano,
Tango,Orquesta Típica Corrientes (Angosta),El distinguido ciudadano,1978
Tango,Aníbal Troilo,El distinguido ciudadano,1943
Milonga,"Miguel Caló, voc. Raúl Berón",El divorcio,1950
Tango,Aníbal Troilo,El elegante / Chiqué!,1944
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",El encopao,1942
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",El encopao,1942
Tango,Rodolfo Biagi,El entrerriano,1941
Tango,Quinteto Pirincho,El entrerriano,4-15
Tango,Quinteto Pirincho,El entrerriano,4-15
Tango,Aníbal Troilo,El entrerriano,1944
Vals,"Ángel D'Agostino, voc. Ángel Vargas",El espejo de tus ojos,1944
Tango,Osvaldo Fresedo,El espiante,1933
Tango,Héctor Varela,El espiante,
Milonga,Juan D'Arienzo,El esquinazo,1938
Tango,Carlos Di Sarli,El estagiario,1941
Tango,Rodolfo Biagi,El estribo,1940
Milonga,Quinteto Pirincho,El firulete,8-28
Milonga,Quinteto Pirincho,El firulete,8-28
Milonga,Quinteto Pirincho,El firulete,8-28
Tango,Juan D'Arienzo,El flete,1936
,"null, voc. Tito Schipa",El gaucho,
Tango,Quinteto Pirincho,El gavilán,2-30
Tango,Quinteto Pirincho,El gavilán,2-30
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",El hipo,1951
Tango,Juan D'Arienzo,El horizonte,1938
Tango,"Domingo Federico, voc. Carlos Vidal",El huérfano,1945
Tango,Edgardo Donato,El huracán,1950
Tango,Domingo Federico,El inca,1946
Tango,Rodolfo Biagi,El incendio,1938
Tango,Alfredo Gobbi,El incendio,1948
Tango,,El incendio,
Tango,Carlos Di Sarli,El incendio,1940
Tango,,El ingeniero,
Tango,Carlos Di Sarli,El ingeniero,1952
Tango,Carlos Di Sarli,El ingeniero,1945
Tango,Carlos Di Sarli,El ingeniero,1945
Tango,Juan D'Arienzo,El internado,1938
Tango,Juan D'Arienzo,El internado,1965
Tango,Juan D’Arienzo,El internado,1938
Tango,Quinteto Pirincho,El irresistible,2-30
Tango,Juan D'Arienzo,El irresistible,1954
Tango,Juan D'Arienzo,El irresistible,1936
Tango,Quinteto Pirincho,El irresistible,2-30
Tango,Rodolfo Biagi,El irresistible,1946
Tango,Quinteto Pirincho,El irresistible,4-09
Tango,Carlos Di Sarli,El jaguar,1940
Tango,Carlos Di Sarli,El jagüel,1943
Tango,,El jagüel,
Vals,"Francisco Canaro, voc. Ada Falcón",El jardín del amor,1932
Vals,"Francisco Canaro, voc. Agustín Irusta y Roberto Fugazot",El jardín del amor,1932
Tango,Domingo Federico,El látigo,1952
Tango,Domingo Federico,El marajá,1951
Tango,"Osvaldo Pugliese, voc. Roberto Chanel y Alberto Morán",El mareo,1947
Tango,Francisco Canaro,El mareo,1933
Tango,"Osvaldo Fresedo, voc. Roberto Ray",El mareo,1933
Tango,Juan D'Arienzo,El Marne,1939
Tango,Quinteto Pirincho,El marne,4-20
Tango,Juan D'Arienzo,El Marne,1954
Tango,Orquesta Típica Corrientes (Angosta),El Marne,1978
Milonga,"Domingo Federico, voc. Oscar Larroca",El mayoral,1946
Vals,"Miguel Caló, voc. Raúl Iriarte",El mismo dolor,1945
Tango,Julio De Caro,El monito,1928
Tango,Osvaldo Pugliese,El monito,1945
Tango,"Ricardo Tanturi, voc. Alberto Castillo",El moro,1941
Tango,"Ricardo Tanturi, voc. Alberto Castillo",El moro,1941
Milonga,"Ángel D'Agostino, voc. Ángel Vargas",El morocho y el oriental,1946
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",El nene del Abasto,1951
Tango,"Juan D'Arienzo, voc. Héctor Mauré",El olivo,1941
Tango,Miguel Villasboas,El once,
Tango,Quinteto Pirincho,El once / A divertirse,0-25
Tango,Quinteto Pirincho,El once / A divertirse,0-25
Tango,,El once / A divertirse,
Tango,Carlos Di Sarli,El opio,1940
Tango,,El opio,
Milonga,"Juan D'Arienzo, voc. Alberto Echagüe",El paisanito,1944
Tango,Osvaldo Pugliese,El paladín,1945
Tango,Carlos Di Sarli,El paladín,1941
Tango,"Edgardo Donato, voc. Carlos Almada",El patio de la morocha,1951
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",El penado 14,1947
Tango,Miguel Caló,El pillete,1950
Tango,Julio De Caro,El pillete,1927
Tango,Astor Piazzolla,El pillete,1947
Tango,Juan D'Arienzo,El pillín,1940
Tango,Quinteto Pirincho,El pillín,9-19
Vals,"Miguel Caló, voc. Raúl Iriarte",El plebeyo,1947
Tango,"Alfredo Gobbi, voc. Jorge Maciel",El pollero,1949
Tango,Juan D'Arienzo,El pollito,1965
Tango,Quinteto Pirincho,El pollito,4-22
Tango,Juan D'Arienzo,El pollito,1938
Tango,,El pollito,
Tango,Quinteto Pirincho,El pollito,4-22
Tango,Edgardo Donato,El pollito,1954
Tango,Carlos Di Sarli,El pollito,1947
Tango,,El pollo Ricardo,
Tango,"Ángel D'Agostino, voc. Ángel Vargas",El poncho del olvido,1944
Tango,Juan D'Arienzo,El porteñito,1937
Tango,Quinteto Pirincho,El porteñito,4-09
Tango,Miguel Villasboas,El porteñito,
Tango,Quinteto Pirincho,El porteñito,4-09
Tango,Quinteto Pirincho,El porteñito,4-09
Tango,Orquesta Típica Victor,El porteñito,1928
Milonga,"Juan D'Arienzo, voc. Alberto Echagüe",El raje,1948
Tango,Rodolfo Biagi,El rápido,1939
Tango,Carlos Di Sarli,El recodo,1951
Tango,,El recodo,
Tango,Astor Piazzolla,El recodo,1946
Tango,Carlos Di Sarli,El recodo,1941
Tango,Rodolfo Biagi,El recodo,1952
Tango,Osvaldo Pugliese,El remate,1944
Tango,Juan D’Arienzo,El resero,1941
Tango,Carlos Di Sarli,El retirao,1939
Tango,Osvaldo Pugliese,El rodeo,1943
Tango,Domingo Federico,El simpático,1950
Tango,"Ricardo Tanturi, voc. Enrique Campos",El sueño del pibe,1945
Tango,"Osvaldo Pugliese, voc. Roberto Chanel",El sueño del pibe,1945
Tango,Osvaldo Pugliese,El tábano,1946
Tango,Julio De Caro,El taita,1928
Tango,Quinteto Pirincho,El talar,2-19
Tango,Aníbal Troilo,El tamango,1941
Tango,"Francisco Canaro, voc. Ernesto Famá",El tango de la mula,1934
Tango,"Ricardo Tanturi, voc. Alberto Castillo",El tango es el tango,1942
Tango,"Osvaldo Pugliese, voc. Roberto Chanel",El tango es una historia,1944
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",El tarta,1954
Milonga,"Juan D'Arienzo, voc. Alberto Echagüe",El temblor,1938
Tango,Domingo Federico,El termómetro,1950
Tango,"Juan D'Arienzo, voc. Alberto Reynal",El tigre Millán,1940
Tango,Osvaldo Pugliese,El tobiano,1950
Tango,Juan D'Arienzo,El triunfo,1938
Tango,Juan D'Arienzo,El triunfo,1965
Tango,"Ángel D'Agostino, voc. Ángel Vargas",El trompito,1943
Vals,"Francisco Canaro, voc. Ernesto Famá y Ángel Rámos",El trovero,1933
Vals,"Francisco Canaro, voc. Ernesto Famá",El vals del estudiante,1939
Vals,"Miguel Caló, voc. Raúl Berón",El vals soñador,1942
Tango,"Juan D'Arienzo, voc. Armando Laborde",El vino triste,1954
Tango,"Francisco Canaro, voc. Ernesto Famá",El vino triste,1939
Tango,"Juan D’Arienzo, voc. Alberto Echagüe",El vino triste,1939
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",El vino triste,1939
Tango,"Ángel D'Agostino, voc. Ángel Vargas",El yacaré,1941
Tango,Rodolfo Biagi,El yaguarón,1940
Tango,Miguel Caló,Elegante porteñita / Elegante papirusa,1943
Tango,"Domingo Federico, voc. Carlos Vidal",Ella me dio esta pena,1944
Tango,"Ricardo Malerba, voc. Orlando Medina",Embrujamiento,1943
Tango,"Domingo Federico, voc. Carlos Vidal",En carne propia,1946
Tango,"Juan D'Arienzo, voc. Jorge Valdez",En el cielo,1957
Tango,"Ricardo Tanturi, voc. Enrique Campos",En el salón,1944
Tango,"Francisco Canaro, voc. Francisco Amor",En esta tarde gris,1941
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",En esta tarde gris,1941
Tango,"Ricardo Tanturi, voc. Roberto Videla",En la copa de la vida,1946
Tango,"Osvaldo Fresedo, voc. Roberto Ray",En la huella del dolor,1934
Tango,"Miguel Caló, voc. Roberto Arrieta",En secreto,1946
Tango,"Osvaldo Pugliese, voc. Alberto Morán",En secreto,1947
Vals,"Juan D'Arienzo, voc. Alberto Echagüe",En tu corazón,1938
Tango,"Miguel Caló, voc. Raúl Berón",En tus ojos de cielo,1944
Tango,"Carlos Di Sarli, voc. Roberto Rufino",En un beso la vida,1940
Tango,"Carlos Di Sarli, voc. Roberto Rufino",En un beso... la vida,1940
Tango,"Ricardo Malerba, voc. Antonio Maida",Encuentro,1944
Tango,"Ricardo Tanturi, voc. Enrique Campos",Encuentro,1944
Tango,"Ricardo Tanturi, voc. Enrique Campos",Encuentro,1944
Tango,"Miguel Caló, voc. Raúl Iriarte",Enrique Delfino,1945
Tango,Carlos Di Sarli,Ensueños,1943
Tango,Quinteto Pirincho,Entrada prohibida,3-22
Tango,Osvaldo Pugliese,Entrada prohibida,1947
Milonga,"Ángel D'Agostino, voc. Ángel Vargas",Entre copa y copa,1942
Tango,Juan D’Arienzo,Entre dos fuegos,1940
Milonga,"Carlos Di Sarli, voc. Alberto Podestá",Entre pitada y pitada,1942
Tango,Ricardo Tanturi,Entre sueños,1943
Tango,"Miguel Caló, voc. Raúl Berón",Entre sueños,1944
Tango,"Aníbal Troilo, voc. Floreal Ruiz",Equipaje,1945
Tango,"Francisco Lomuto, voc. Jorge Omar",Eramos tres,1937
Tango,"Juan D'Arienzo, voc. Armando Laborde",Eras como la flor,1955
Tango,"Miguel Caló, voc. Raúl Iriarte",Es en vano llorar,1943
Tango,"Pedro Laurenz, voc. Alberto Del Campo",Es mejor perdonar,1942
Vals,"Domingo Federico, voc. Carlos Vidal y Oscar Larroca",Esa noche,1946
Tango,"Domingo Federico, voc. Oscar Larroca y Carlos Vidal",Escarcha,1948
Tango,"Juan D’Arienzo, voc. Alberto Reynal",Esclavas blancas,1940
Tango,"Osvaldo Pugliese, voc. Roberto Chanel","Escuchame, Manón",1947
Tango,"Ricardo Tanturi, voc. Alberto Castillo",Ese sos vos,1941
Tango,"Ricardo Tanturi, voc. Roberto Videla",Espera de esquina,1946
Tango,"Francisco Canaro, voc. Félix Gutiérrez",Esperanza,1932
Vals,"Ángel D'Agostino, voc. Ángel Vargas",Esquinas porteñas,1942
Tango,"Francisco Canaro, voc. Ernesto Famá",Esta noche,1940
Tango,"Ricardo Tanturi, voc. Enrique Campos",Esta noche al pasar,1945
Tango,"Ricardo Tanturi, voc. Enrique Campos",Esta noche al pasar,1945
Tango,"Carlos Di Sarli, voc. Roberto Rufino",Esta noche de luna,1943
Tango,"Ángel D'Agostino, voc. Ángel Vargas",Esta noche en Buenos Aires,1944
Tango,"Ricardo Tanturi, voc. Enrique Campos",Esta noche hay una fiesta,1946
Tango,"Rodolfo Biagi, voc. Carlos Saavedra",Esta noche me emborracho,1946
Tango,"Ricardo Tanturi, voc. Alberto Castillo",Esta noche me emborracho,1942
Tango,"Francisco Canaro, voc. Charlo",Esta noche me emborracho,1928
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",Esta vida es puro grupo,1956
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",Esta vida es puro grupo,1956
Tango,"Domingo Federico, voc. Carlos Valdéz",Estampa de matón,1951
Vals,"Carlos Di Sarli, voc. Alberto Podestá",Estampa federal,1942
,,Estaño,
Tango,"Alfredo Gobbi, voc. Jorge Maciel",Estás en mi corazón,1950
Tango,"Ricardo Tanturi, voc. Roberto Videla",Este es tu tango,1945
Tango,"Osvaldo Fresedo, voc. Oscar Serpa",Este viejo corazón,1943
,"null, voc. Rodolfo Díaz",Estrellita del sur,
Tango,"Miguel Caló, voc. Raúl Iriarte",Extraña,1947
Tango,"Miguel Caló, voc. Raúl Iriarte",Fantasma,1944
Tango,"Juan D'Arienzo, voc. Alberto Echagüe",Farabute,1949
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",Farol,1943
Tango,"Osvaldo Pugliese, voc. Roberto Chanel",Farol,1943
Tango,"Aníbal Troilo, voc. Alberto Marino",Farolito de papel,1943
Tango,"Juan D'Arienzo, voc. Armando Laborde",Fatal y tanguera,1954
Tango,Orquesta Típica Corrientes (Angosta),Felicia,1978
Tango,Juan D'Arienzo,Felicia,1939
Tango,Adolfo Carabelli,Felicia,1932
Milonga,"Aníbal Troilo, voc. Francisco Fiorentino",Ficha de oro,1942
Vals,"Miguel Caló, voc. Raúl Iriarte",Flor de lino,1946
Milonga,"Rodolfo Biagi, voc. Alberto Amor",Flor de Montserrat,1945
Tango,Osvaldo Pugliese,Flor de tango,1945
Tango,", voc. Ernesto Famá",Flora,1930
Tango,"Domingo Federico, voc. Armando Moreno con recitado",Flores artificiales,1952
Vals,"Domingo Federico, voc. Carlos Vidal y Oscar Larroca",Flores del alma,1947
Tango,Julio De Caro,Flores negras,1927
Tango,Juan D'Arienzo,Florida,1938
Tango,"Héctor Varela, voc. Argentino Ledesma",Fosforerita,1957
Vals,Juan D'Arienzo,Francia,1935
Tango,"Osvaldo Pugliese, voc. Alberto Morán",Frente a una copa,1949
Tango,"Aníbal Troilo, voc. Alberto Marino",Fruta amarga,1945
Tango,"Miguel Caló, voc. Raúl Iriarte",Fruta amarga,1945
Tango,Juan D’Arienzo,Fuegos artificiales,1941
Tango,Aníbal Troilo,Fuegos artificiales,1945
Tango,Edgardo Donato,Fuegos artificiales,1954
Tango,Roberto Firpo,Fuegos artificiales,1938
Tango,"Héctor Varela, voc. Argentino Ledesma",Fueron tres años,1956
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",Fueye,1942
Tango,"Osvaldo Fresedo, voc. Oscar Serpa",Fui testigo,1943
Tango,"Osvaldo Pugliese, voc. Roberto Chanel",Fuimos,1946
Tango,", voc. Oscar Serpa",Fulgor,1953
Tango,"Héctor Varela, voc. Argentino Ledesma",Fumando espero,1955
Tango,Domingo Federico,Futuro,1945
Tango,"Osvaldo Pugliese, voc. Roberto Chanel",Galleguita,1945
Tango,Ricardo Tanturi,Gallo ciego,1938
Tango,Juan D'Arienzo,Gallo ciego,1937
Tango,Julio De Caro,Gallo ciego,1927
Milonga,"Juan D'Arienzo, voc. Alberto Echagüe",Ganzúa,1951
Milonga,"Juan D'Arienzo, voc. Alberto Echagüe",Ganzúa,1951
Tango,"Aníbal Troilo, voc. Alberto Marino",Garras,1945
Tango,"Miguel Caló, voc. Raúl Iriarte",Garras,1945
Tango,"Pedro Laurenz, voc. Alberto Podestá",Garúa,1943
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",Garúa...,1943
Tango,Carlos Di Sarli,Germaine,1941
Tango,,Germaine,
Tango,Ángel D'Agostino,Gil a rayas,1942
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",Gime el viento,1943
Tango,"Miguel Caló, voc. Raúl Iriarte",Gime el viento,1943
Tango,"Juan D'Arienzo, voc. Alberto Echagüe","Giuseppe ""El cruner""",1953
Tango,"Ricardo Tanturi, voc. Enrique Campos",Giuseppe el zapatero,1945
Tango,"Francisco Lomuto, voc. Jorge Omar",Gólgota,1938
Tango,"Rodolfo Biagi, voc. Teófilo Ibáñez",Gólgota,1938
Tango,"Ángel D'Agostino, voc. Ángel Vargas",Gorriones,1942
Tango,"Rodolfo Biagi, voc. Carlos Saavedra",Gracias,1946
Tango,Ángel D'Agostino,Gran muñeca,1943
Tango,"Aníbal Troilo, voc. Francisco Fiorentino",Gricel,1942
Tango,"Carlos Di Sarli, voc. Roberto Rufino",Griseta,1941
Tango,"Rodolfo Biagi, voc. Andrés Falgás",Griseta,1939
Tango,"Carlos Di Sarli, voc. Roberto Rufino",Grisetta / Griseta / Grisette,1941
Tango,Aníbal Troilo,Guapeando,1941
Tango,"Juan D'Arienzo, voc. Armando Laborde",Guapo y querendón,1955
Tango,"Rodolfo Biagi, voc. Jorge Ortiz",Guapo y varón,1940
Tango,"Ángel D'Agostino, voc. Ángel Vargas",Guitarra que llora,1942
Tango,"Osvaldo Pugliese, voc. Alberto Morán",Hacelo por la vieja,1950
Tango,"Ángel D'Agostino, voc. Ángel Vargas",Hay que vivirla... compadre!,1942
Tango,Francisco Canaro,He visto llorar a un hombre,1932
Tango,Juan D'Arienzo,Hernani,1941
Tango,"Héctor Varela, voc. Rodolfo Lesica",Historia de un amor,1956
Tango,"Edgardo Donato, voc. Oscar Peralta",Historia de un amor,1956
Tango,Juan D'Arienzo,Homero,1937
Tango,Domingo Federico,Honda tristeza,1945
Tango,Quinteto Pirincho,Hotel Victoria,4-09
Tango,"Ángel D'Agostino, voc. Ángel Vargas",Hotel Victoria,1945
Tango,Miguel Villasboas,Hotel Victoria,
Tango,Juan D'Arienzo,Hotel Victoria,1935
Tango,"Carlos Di Sarli, voc. Jorge Durán",Hoy al recordarla,1945
Tango,"Osvaldo Pugliese, voc. Alberto Morán",Hoy al recordarla,1945
