Barco viejo,,ranchera,Roberto Firpo,-,1930-09-22,02:45
Barcos amarrados,Z0999901168,tango,Roberto Firpo,-,1927-07-21,03:09
Barderita,T9021394536,electro,San Telmo Lounge,-,,03:30
Bardi,T0370176229,tango,"Quinteto Pirincho, dir. Francisco Canaro",-,1941-07-01,02:35
Bardiana,T0371028919,tango nuevo,,,,02:39
Barógrafo,,?,Roberto Firpo,,1914,02:44
Barra de oro,Z0000021855,tango,Fulvio Salamanca,Jorge Garré,1958-04-10,02:54
Barra querida,T0370098502,tango,"Enrique Delfino, Manuel Parada",Azucena Maizani,1928,02:47
Barra querida,T0370098502,tango,"Enrique Francini, Armando Pontier",Luis Correa,1955-06-13,02:49
Barra querida,T0370098502,tango,Francisco Canaro,Charlo,1928-09-18,03:03
Barra querida,T0370098502,tango,"Guillermo Barbieri, José Ricardo, José María Aguilar",Carlos Gardel,1928-10-27,02:42
Barra querida,T0370098502,tango,Osvaldo Pugliese,,,03:13
Barra querida,T0370098502,tango,Osvaldo Pugliese,Jorge Vidal,,03:10
Barra querida,T0370098502,tango,Osvaldo Pugliese,Jorge Vidal,1950-11-16,03:23
Barra universitaria,Z0999900010,tango,Orquesta Típica Victor,-,1927-10-26,02:44
Barrabás,Z0999900040,tango,Minotti Di Cicco,-,1930,03:11
Barracas al sud,T0370097678,milonga,Juan D'Arienzo,Carlos Casares,1940-08-08,02:30
Barracuda,T0710302967,tango,Quartango,,,04:36
Barranca abajo,,electro,,-,,03:21
Barranca abajo,Z0999900470,tango,Juan D'Arienzo,Héctor Mauré,1942-04-22,02:32
Barranca abajo,Z0999901169,tango,Osvaldo Fresedo,Teófilo Ibáñez,1932,02:51
Barranca abajo,T0370159640,tango,Reynaldo Nichele,,,02:38
Barranca abajo,T0370033912,tango,-unspecified guitars-,Agustín Irusta,,
Barreras de amor,T0370003932,vals,Roberto Firpo,Carlos A. Varela,1936-09-18,02:37
Barriada,T0373991957,?,Osvaldo Pugliese,-,1988-02-04,02:21
Barriada,T0373991957,tango,Color Tango,-,2005-03--07,03:30
Barrilete,Z0000021844,tango,Carlos Di Sarli,,,02:39
Barrilete,Z0000021844,tango,Carlos Di Sarli,-,1929-10-09,02:55
Barrilito,,maxixa,Francisco Canaro,"Charlo, -choir-",1929-05-22,02:27
Barrilito,T0370033923,tango,Orquesta Radio Victor Argentina,-,1940-11-06,02:46
Barrilito,T0370033923,tango,Orquesta Típica Victor,-,1927-07-11,02:47
Barrio,,vals,,Héctor Mauré,,
Barrio,,?,Juan Carlos Cáceres,,,02:57
Barrio,,?,Juan Carlos Cáceres,Juan Carlos Cáceres,,02:57
Barrio alegre,Z0999901055,tango,Juan Félix Maglio,-,1927-10-15,02:49
Barrio bajo,,tango,Francisco Canaro,-,1927-01-11,02:49
Barrio Belgrano,T0370428413,tango,Juan D'Arienzo,-,1958-12-10,02:54
Barrio bravo,T0370098466,tango,Francisco Lomuto,Charlo,1929-02-06,03:01
Barrio de amor,T0426167954,electro,Otros Aires,-,,03:23
Barrio de chusmas,T0416927031,tango,Daniel Melingo,-,,01:23
Barrio de guapos,Z0000526129,tango,Juan D'Arienzo,Jorge Valdez,1958-06-12,02:38
Barrio de tango,T0370194549,tango,,,,03:15
Barrio de tango,T0370194549,tango,,Adriana Varela,,03:03
Barrio de tango,T0370194549,tango,,Floreal Ruíz,,02:28
Barrio de tango,T0370194549,tango,,Edmundo Rivero,,02:11
Barrio de tango,T0370194549,tango,,Mercedes Simone,,03:02
Barrio de tango,T0370194549,tango,,Mercedes Simone,1928--1942,02:54
Barrio de tango,T0370194549,tango,,Mercedes Simone,1936,
Barrio de tango,T0370194549,tango,,Mercedes Simone,1943,03:03
Barrio de tango,T0370194549,tango,,Nelly Omar,,03:23
Barrio de tango,T0370194549,tango,,Raúl Lavié,,05:06
Barrio de tango,T0370194549,tango,,Roberto Goyeneche,,02:36
Barrio de tango,T0370194549,tango,Ángel D'Agostino,Ángel Vargas,1942-12-30,03:02
Barrio de tango,T0370194549,tango,Aníbal Troilo,,,03:13
Barrio de tango,T0370194549,tango,Aníbal Troilo,Francisco Fiorentino,1942-12-14,03:28
Barrio de tango,T0370194549,tango,Aníbal Troilo,Jorge Valdez,,02:57
Barrio de tango,T0370194549,tango,Aníbal Troilo,Nelly Vázquez,1964-02-03,02:44
Barrio de tango,T0370194549,tango,Aníbal Troilo,Roberto Goyeneche,,03:02
Barrio de tango,T0370194549,tango,Aníbal Troilo,Roberto Goyeneche,1971-05-06,03:03
Barrio de tango,T0370194549,tango,Aníbal Troilo,Roberto Rufino,,03:07
Barrio de tango,T0370194549,tango,Alberto Di Paulo,Nelly Omar,1983,03:24
Barrio de tango,T0370194549,tango,Armando Pontier,Roberto Goyeneche,,02:37
Barrio de tango,T0370194549,tango,Roberto Garza,Mercedes Simone,,02:57
Barrio de tango,T0370194549,tango,Roberto Garza,Mercedes Simone,1943-05-12,03:02
Barrio de tango,T0370194549,tango,Lucio Demare,Armando Garrido,1956,03:21
Barrio de tango,T0370194549,tango,Miguel Caló,Jorge Ortiz,1943-01-19,03:17
Barrio de tango,T0370194549,tango,Sexteto Canyengue,-unspecified male-,,03:40
Barrio de tango,T0370194549,electro,Otros Aires,-unspecified male-,,04:42
Barrio de tango,T0370194549,tango,,Tito Reyes,,
Barrio Piñeyro,Z0999901862,tango,Osvaldo Fresedo,Ernesto Famá,1928-06-26,02:57
Barrio pobre,Z0000018810,tango,,Carmen Duval,,03:03
Barrio pobre,Z0000018810,tango,,Carmen Duval,1938,
Barrio pobre,Z0000018810,tango,,Luis Cardei,,03:31
Barrio pobre,Z0000018810,tango,,Jorge Vidal,,03:35
Barrio pobre,Z0000018810,tango,Aníbal Troilo,Roberto Goyeneche,1958-12-23,03:23
Barrio pobre,Z0000018810,tango,Argentino Galván,Carmen Duval,1947-07-16,03:02
Barrio pobre,Z0000018810,tango,Armando Pontier,Julio Sosa,1957-08-07,03:02
Barrio pobre,Z0000018810,tango,Donato Racciatti,Félix Romero,,02:33
Barrio pobre,Z0000018810,tango,Emilio Balcarce,Alberto Castillo,1946-02-27,03:12
Barrio pobre,Z0000018810,tango,Francisco Pracánico,-,1927,02:55
Barrio pobre,Z0000018810,tango,José Canet,Nelly Omar,1970,03:26
Barrio pobre,Z0000018810,tango,Osvaldo Fresedo,Roberto Yanés,1966,03:54
Barrio pobre,Z0000018810,tango,,,,
Barrio porteño | Parque patricios,T0370098422,tango,Osvaldo Fresedo,Oscar Serpa,1942-08-11,02:13
Barrio querido,,tango,Francisco Canaro,-,1929-12-17,03:05
Barrio querido,Z0999900230,tango,Juan Bautista Guido,,1930,02:51
Barrio querido,Z0999900230,tango,Juan Bautista Guido,Juan Lauga,1930-04-02,02:51
Barrio reo,Z0000000400,,,Dorita Davis,,02:47
Barrio reo,Z0000000400,tango,,Hugo del Carril,,02:06
Barrio reo,Z0000000400,tango,,Héctor Mauré,,02:42
Barrio reo,Z0000000400,tango,Eduardo Bianco,Horacio Pettorossi,1928,02:39
Barrio reo,Z0000000400,tango,Enrique Rodríguez,Omar Quiroz,1956-01-21,02:57
Barrio reo,Z0000000400,tango,Enrique Rodríguez,Omar Quiroz,1956-04-27,03:01
Barrio reo,Z0000000400,tango,Francisco Canaro,Agustín Irusta,1927-03-23,02:49
Barrio reo,Z0000000400,tango,Gabriel Clausi,Ricardo Ruiz,1948,03:38
Barrio reo,Z0000000400,tango,"Guillermo Barbieri, José Ricardo",Carlos Gardel,1927-02-18,02:39
Barrio reo,Z0000000400,tango,,,,02:21
Barrio reo,Z0000000400,tango,Juan D'Arienzo,Armando Laborde,1967-11-14,
Barrio reo,Z0000000400,tango,Juan Félix Maglio,-,1927-03-11,02:53
Barrio reo,Z0000000400,tango,Lucio Demare,"Agustín Irusta, Roberto Fugazot",1928--1935,02:38
Barrio reo,Z0000000400,tango,Manuel Pizarro,,,02:37
Barrio reo,Z0000000400,tango,Manuel Pizarro,Manuel Pizarro,1928,02:38
Barrio reo,Z0000000400,tango,,,1997,02:13
Barrio reo,Z0000000400,tango,Osvaldo Fresedo,-,1925--1928,
Barrio reo,Z0000000400,tango,Osvaldo Fresedo,-,1927-03-15,02:55
Barrio reo,Z0000000400,tango,Rodolfo Biagi,Carlos Acuña,1943-04-29,02:42
Barrio reo,Z0000000400,tango,-unspecified orchestra-,Héctor Mauré,,02:34
Barrio sur,T0722248909,electro,Tanghetto,-,2004,04:27
Barrio tranquilo,T0370201674,tango,Edgardo Donato,Pablo Lozano,1945-03-21,02:34
Barrio tranquilo,T0370201674,tango,Pedro Laurenz,Jorge Linares,1944-10-04,02:44
Barrio viejo,T0370003965,tango,Eduardo Bianco,,,
Barrio viejo,T0370003965,tango,Eduardo Bianco,Horacio Pettorossi,1928-10-29,02:30
Barrio viejo,T0370003965,tango,"Eduardo Bianco, Bachicha",-unspecified male-,1928-10-31,02:27
Barrio viejo,T0370003965,tango,Francisco Lomuto,-,1929-07-05,02:56
Barrio viejo,T0370003965,tango,"Guillermo Barbieri, José Ricardo, José María Aguilar",Carlos Gardel,1928-12-22,
Barrio viejo,T0370003965,tango,"Guillermo Barbieri, José María Aguilar",Carlos Gardel,,02:23
Barrio viejo,T0370003965,tango,"Guillermo Barbieri, José María Aguilar",Carlos Gardel,1929-06-20,02:23
Barrio viejo,T0370003965,tango,Juanjo Domínguez,,,08:34
Barrio viejo,T0370003965,tango,Ricardo Tanturi,"Roberto Videla, Enrique Campos",1946-01-30,03:02
Barrio viejo del ochenta,Z0000079388,?,,Nelly Omar,,03:04
Barrio viejo del ochenta,Z0000079388,milonga,Aníbal Troilo,Jorge Casal,1952,02:52
Barrio viejo del ochenta,Z0000079388,milonga,Domingo Federico,Enzo Valentino,1950-08-25,02:56
Barrio viejo del ochenta,Z0000079388,milonga,,Enzo Valentino,1968,
Barrios patrizios,Z0999901863,tango,Eduardo Bianco,-,1934,02:45
Barro,T0370272620,tango,,Alberto Morán,,03:06
Barro,T0370272620,tango,Osvaldo Pugliese,Alberto Morán,,
Barro,T0370272620,tango,Osvaldo Pugliese,Alberto Morán,1951-05-22,03:10
Barro,T0370272620,tango,Osvaldo Pugliese,Alberto Morán,1952-12-03,03:15
Bartolito,,tango,,Ignacio Corsini,,
Bartolo,,maxixe,Francisco Canaro,-,1927,02:20
Bartolo toca la flauta,Z0999900868,ranchera,Francisco Lomuto,Fernando Díaz,1931-11-09,03:08
Baruyo,,?,,-,,02:46
Başbaşa kalınca,T9141145677,,,,,03:43
Basta,Z0999900627,tango,Juan Sánchez Gorio,Osvaldo Bazán,1954,03:08
Basurita,,?,Roberto Firpo,Teófilo Ibáñez,1928-05-28,03:04
Batacazo,Z0000571366,tango milonga,Manuel Pizarro,-,,03:04
Batacazo,Z0000571366,tango,Manuel Pizarro,-,1925,02:52
Batacazo,Z0000571366,tango,Manuel Pizarro,-,1927,02:46
Batacazo,Z0000571366,tango,Manuel Pizarro,-,1930--1941,03:04
Batacazo,Z0000571366,tango,Manuel Pizarro,-,1937-06-16,03:04
Bataclana,,tango,,,,
Batallón de solteros,Z0999901056,corrido marcha,José García,Alfredo Rojas,1942-04-17,02:58
Bataraz,T0370033990,tango,Miguel Villasboas,-,,02:08
Bataraz,T0370033990,tango,Roberto Firpo,-,1929-09-10,02:51
Bataraza,T0370003976,vals,Juan de Dios Filiberto,-,,02:25
Bataraza,T0370003976,vals,Juan de Dios Filiberto,-,1932,
Batí que sí,,?,Juan Carlos Cobián,Genaro Veiga,1928,02:53
Batida nocturna,T0370098375,tango,Julio De Caro,-,1930,02:49
Batiendo el justo,,tango,,Edmundo Rivero,,01:10
Batucando,,candombe,,,,02:35
Beatriz,T0373636259,vals,Julio De Caro,Agustín Volpe,,03:05
Beatriz,T0373636259,vals,Julio De Caro,Agustín Volpe,1942,03:08
Beatríz,T0370098342,fox trot,-unspecified guitars-,Agustín Magaldi,1929,
Beautiful,Z0999900325,tango,Tity Quentin,,1933,
Beautiful,Z0999900325,tango,Tity Quentin,,1934,03:01
Beba,T0370003987,tango,Eduardo Pereyra,Rosita Quiroga,1924-12-30,03:02
Beba,T0370003987,tango,Julio De Caro,-,1925-10-13,03:08
Beba,T0370003987,tango,-unspecified guitars-,Rosita Quiroga,1926-03-01,03:06
Beba,T0370003987,tango,-unspecified orchestra-,Rosita Quiroga,1924-12-30,03:00
Beba mía,,tango,Francisco Canaro,-,1927-09-12,02:46
Bebamos juntos,T0370098320,tango,Francisco Canaro,Charlo,1928-10-10,03:00
Bebe,,jazz,,,,03:21
Bebelde,Z0999900628,tango,Bachicha,-,1931-09,02:54
Bebiendo contigo,T0370433683,tango,Enrique Francini,Oscar Gallardo,,
Bebiendo contigo,T0370433683,tango,Enrique Francini,Oscar Gallardo,1955--1959,02:45
Bebita,,fox trot,Francisco Canaro,Charlo,1929,02:33
Beethoven/Rossini,,,Trio Neuklang,-,2013,03:28
Begin the beguine,,?,,,,03:45
Beguine | toi contre moi,,?,Mariano Mores,-,,03:21
Bei Dir war es immer so schön,,?,,-,,03:52
Bel ami,Z0999906705,swing,,Ibrahim Özgür,,03:06
Belcha,,tango,Francisco Canaro,-,1928-08-23,03:35
Belén,T0370003998,tango,Edgardo Donato,-,1936-06-10,02:35
Belén,T0370003998,tango,Carlos Di Sarli,-,1929-10-09,02:50
Belén,Z0999902111,tango argentino,Orquesta Típica Select,-,1920-08-31,
Bélgica,,tango,Osvaldo Fresedo,-,1920,03:03
Bélgica,T0370098308,tango,Rodolfo Biagi,-,1942-01-20,02:21
Bella gitana,T0370004004,paso doble,Francisco Canaro,Ernesto Famá,1933,03:01
Bella morena,T0370183940,paso doble,Rafael Rossi,,,
Bella Raquel,,mazurka,,,,
Bella vista,Z0999900231,tango,Juan Félix Maglio,-,1930-03-06,03:00
Bella y sin piedad,,?,,,,
Bello juguete,Z0999900041,tango,Juan Bautista Guido,-,1929-06-17,03:06
Bello sueño,Z0999901170,tango,José Lucchesi,-,1932,03:14
Bells of Hawaii,T0700108913,vals,Francisco Canaro,-,1929,03:35
Bells of Hawaii,T0700108913,vals,Francisco Canaro,-,1929-11-09,03:32
Bem bom,Z0999900629,candombe,Joaquín Do Reyes,Hugo Soler,1955,03:16
Bendición,T0370034028,tango,Cayetano Puglisi,-,1929-08-05,02:43
"Bendición (Cayetano Puglisi, Orquesta Típica)",T0370034028,tango,Argentino Galván,,1958,01:08
Bendigo tu nombre,,tango,Roberto Luratti,Carlos Burgos,1941,02:16
Bendita nochebuena,T0370371804,?,Juan Sánchez Gorio,Osvaldo Bazán,1956,03:14
Bendita seas,,vals,-unspecified guitars-,Charlo,1934-12-14,
Bendita seas,Z0999901172,tango,-unspecified guitars-,Ignacio Corsini,1927,03:09
Bendita seas,Z0999901171,tango,-unspecified orchestra-,Mercedes Simone,,02:24
Bendita seas,Z0999901171,tango,-unspecified orchestra-,Mercedes Simone,1931,02:32
Bendita séas!,,vals,-unspecified guitars-,Charlo,,
Benguria,T0370098080,tango,Juan D'Arienzo,-,1966-08-03,02:17
Benguria,T0370098080,tango sentimental,Roberto Firpo,,,
Benguria,T0370098080,tango,Roberto Firpo,-,1921,
Berceuse,,tango,Quartango,-,,04:43
Berlin,,?,,-,,05:24
Berlin (Part 1),T8029632483,tango,Vibratanghissimo,-,2010-10,06:07
Berlin 89,,tango,Hugo Díaz,-,,02:08
"Bernabé, la fiera",T0370079790,tango,Francisco Canaro,Ernesto Famá,1932-10-13,02:57
Berretín,T0370759402,vals,,Roberto Goyeneche,,02:48
Berretín,,tango,,,,04:30
Berretín,T0370034073,tango,"Anibal Arias, Osvaldo José Montes",,,02:35
Berretín,T0370034073,tango,Astor Piazzolla,-,,03:29
Berretín,T0370034073,tango,Astor Piazzolla,-,1961,03:26
Berretín,T0370034073,tango,,-,1928-10-31,02:28
Berretín,T0370034062,tango,Edgardo Donato,Antonio Maida,1934-06-28,02:10
Berretín,T0370034073,tango,Eduardo Bianco,,,
Berretín,T0370034073,tango,Eduardo Bianco,-,1928-10-29,02:27
Berretín,T0370034073,tango,"Eduardo Bianco, Bachicha",-,1928,02:28
Berretín,T0370034073,tango,Enrique Francini,,,04:17
Berretín,T0370759402,vals,"Ernesto Baffa, Osvaldo Berlingieri",Roberto Goyeneche,,
Berretín,T0370759402,vals,"Ernesto Baffa, Osvaldo Berlingieri",Roberto Goyeneche,1967,02:39
Berretín,T0370034062,tango,Juanjo Domínguez,-,,02:42
Berretín,T0370034073,tango,Julio De Caro,-,,
Berretín,T0370034073,tango,Julio De Caro,-,1928,02:30
Berretín,T0370034073,tango,Julio De Caro,-,1928-02-28,02:45
Berretín,T0370034073,tango,Manuel Pizarro,,,02:54
Berretín,T0370034073,tango,Osvaldo Pugliese,-,1979-12-27,03:35
Berretín,T0370034073,tango,Pedro Laurenz,-,1966,
Berretín,T0370034073,tango,Orquesta Típica Brodman-Alfaro,-,1930,02:20
Berretín,T0370034073,tango,-unspecified orchestra-,Agustín Magaldi,1928-06-18,03:15
Berretines de bacana,T0370066504,tango,Edgardo Donato,Roberto Morel,1953-01-02,02:43
Berretines de grandeza,Z0004338820,?,Enrique Delfino,,,02:20
Berretines milongueros,T0370159684,tango,Francisco Canaro,-,1928-08-15,03:21
Berta,,tango,-unspecified orchestra-,Agustín Magaldi,1927-06-01,
Bésame,T9026871249,ranchera,Francisco Canaro,Ernesto Famá,1933,02:51
Besame,,pericón,Bachicha,,,
Besame,,cancion de los besos,,,,
Bésame en la Boca,T0370034120,tango,Alfredo De Angelis,Carlos Dante,1950-05-19,02:51
Bésame en la boca,T0370034120,tango,Armando Lacava,Ángel Vargas,1953-01-26,03:17
Bésame en la boca,T0370034120,tango canción,"Guillermo Barbieri, José Ricardo",Carlos Gardel,1926,03:01
Bésame en la boca,T0370034120,tango,Lucio Demare,"Agustín Irusta, Roberto Fugazot",1928--1935,03:03
Bésame en la boca,T0370034120,tango,Osvaldo Fresedo,-,1927-05-26,03:10
Bésame mi amor,T0370199624,tango,Armando Pontier,Oscar Ferrari,,02:45
Bésame mi amor,T0370199624,tango,Francisco Canaro,Carlos Roldán,1944-06-19,02:37
Besame mi amor,T0370199624,tango,Francisco Lomuto,Alberto Rivera,1944-06-28,02:43
Bésame mucho,,bolero,,Lucho Gatica,,03:11
Bésame mucho,,,,,,03:16
Bésame mucho,,tango,Mandragora Tango Orchestra,-,2005-05-21,03:17
Besitos,,?,,Celia Gámez,,02:51
Beso de muerte,,tango,Osvaldo Fresedo,-,1922--1925,
Beso de muerte,,tango,-unspecified orchestra-,Roberto Díaz,,
Beso de sol,,estilo,,Ignacio Corsini,,
Beso divino,T0373427816,tango,Orquesta Típica Victor,-,1926-01-05,03:13
Beso ingrato,T0370098171,tango,,Carlos Gardel,1924,02:31
Beso ingrato,T0370098171,tango,Francisco Canaro,Carlos Gardel,1924-04-20,
Beso ingrato,T0370098171,tango,"Guillermo Barbieri, José Ricardo",Carlos Gardel,1924,02:31
"Beso su mano, mi dama",T8020475724,tango,Francisco Canaro,Charlo,1929-08-21,03:32
"Beso vuestra mano, madame",T8020475724,tango,Rafael Canaro,Carlos Dante,1929,03:00
Besos,,tango,Francisco Canaro,-,1927-06-08,03:00
Besos brujos,T0370004048,tango,,Ana Medrano,,02:37
Besos brujos,T0370004048,tango,,Elsa Rivas,,02:40
Besos brujos,T0370004048,tango,,Tita Merello,,02:15
Besos brujos,T0370004048,tango,,Libertad Lamarque,,02:37
Besos brujos,T0370004048,tango,Alfredo Malerba,Libertad Lamarque,1937-05-28,02:40
Besos brujos,,tango,,,,04:41
Besos brujos,,tango,Juan Carlos Cobián,,1923,03:03
Besos brujos,T0370004048,tango,Juan José Paz,Elsa Rivas,,02:39
Besos brujos,T0370004048,tango,Leopoldo Federico,,,02:33
Besos brujos,T0370004048,tango,Osvaldo Fresedo,Roberto Ray,1937-07-15,02:35
Besos brujos,T0370004048,tango,Ricardo Tanturi,Elsa Rivas,1956-10-22,02:50
Besos brujos,T0370004048,tango,QuinTango,,1998,02:15
Besos brujos,T0370004048,tango,-unspecified orchestra-,Libertad Lamarque,,02:30
Besos de miel,Z0999900232,fox trot,Francisco Canaro,"Ada Falcón, Charlo, -choir-",1931-04-22,03:16
Besos de miel,Z0999900232,fox trot,Francisco Canaro,"Charlo, Ada Falcón, -choir-",1931-04-22,03:13
Besos de mujer,Z0002054388,tango,Francisco Lomuto,Jorge Omar,1941-08-13,02:37
Besos de plata,T0370087903,vals,,Ignacio Corsini,1928--1929,02:15
Besos de plata,T0370087903,vals,-unspecified guitars-,Ignacio Corsini,,
Besos de plata,T0370087903,vals,-unspecified guitars-,Imperio Argentina,1933,02:37
Besos de plata,T0370087903,vals,-unspecified orchestra-,Rosita Quiroga,1929-05-03,
Besos de plata?Besos de la Plata,,?,Roberto Firpo,-,1929-06-06,02:07
Besos de sal,T0419995202,tango,Federico Aubele,Sumaia O,,03:11
Besos divinos,Z0000021715,vals,Orquesta Típica Brunswick,Luis Díaz,1931,02:55
Besos que matan,T0370004059,tango,,Juan Carlos Godoy,,02:44
Besos que matan,T0370004059,tango,"Guillermo Barbieri, José Ricardo",Carlos Gardel,1927-05-27,02:34
Besos y cerezas,,couplet pasacalle,,,,
Bessarabjanka,,tango,,Pjotr Lectcenko,,02:40
Beto,,tango,,,,03:33
Bettinoti,T0370004060,milonga,,Enzo Valentino,,02:41
Bettinoti,T0370004060,milonga,,Nelly Omar,,03:29
Bettinoti,T0370004060,milonga,,Nelly Omar,1930,
Bettinoti,T0370004060,milonga,,Hugo del Carril,,03:03
Bettinoti,T0370004060,milonga,,Hugo del Carril,1941,
Bettinoti,T0370004060,milonga,,Susana Rinaldi,,05:25
Bettinoti,T0370004060,milonga,,,,
Bettinoti,T0370004060,milonga,Alfredo Attadía,Enzo Valentino,1952-10-28,02:51
Bettinoti,T0370004060,milonga,Alfredo Sáez,,,03:55
Bettinoti,T0370004060,milonga,Ciriaco Ortiz,-,1945-09-25,02:42
Bettinoti,T0370004060,milonga,Ismael Spitalnik,Aldo Calderón,1952-07-10,02:56
Bettinoti,T0370004060,milonga,Hugo del Carril,Hugo del Carril,1941,03:04
Bettinoti,T0370004060,milonga,Sebastián Piana,Alberto Rivera,1940-05,02:39
Bettinoti,T0370004060,milonga,-unspecified guitars-,Ignacio Corsini,1939-06-27,02:57
Bettinoti,T0370004060,milonga,-unspecified guitars-,Hugo del Carril,,
Bettinoti,T0370004060,milonga,-unspecified guitars-,Hugo del Carril,1941-06-26,03:02
Beyaz Zambak,Z0999906706,,,,,03:18
Beyoğlu,Z0999906707,,,,,04:12
Bez śladu,T9059114408,tango,,,,02:40
Biaba,,?,,Edmundo Rivero,1950,
Biaba al otario,,tango,,,,
Bianco,Z0999900869,tango,Eduardo Bianco,,1930,03:01
Bibelot,T0370045741,tango,Francisco Lomuto,Fernando Díaz,1934-06-01,02:44
Bichito,Z0999900233,tango,Francisco Lomuto,-,1927-06-11,02:49
Bichito de luz,Z0999901681,tango,Francisco Canaro,-,1926,
Bichito de luz,Z0999900630,ranchera,Luis Petrucelli,-,1930-09-18,02:11
Bichito de San Antonio,,ranchera,Roberto Firpo,Príncipe Azul,1931-06-25,02:53
Bicho feo,T0370080673,ranchera,Anselmo A. Aieta,-,1931,02:27
Bicho feo,,tango,José Lucchesi,,,
Bicho feo,T0370080673,tango,Juan Félix Maglio,-,1929-08-06,03:03
Bicho feo,T0370080673,tango,-unspecified guitars-,Ignacio Corsini,,02:18
Bicho feo,T0370080673,tango,-unspecified guitars-,Ignacio Corsini,,
Bien al mango,T0372206637,tango,Juan José Mosalini,-,,04:30
Bien al mango,T0372206637,tango,Raúl Miguel Garello,,,04:55
Bien al mango,T0372206637,tango,Raúl Miguel Garello,-,,04:55
Bien al mango,T0372206637,tango,Quinteto Ángel,-,2009-07-27--30,04:38
Bien amada,Z0999901643,tango,Roberto Firpo,-,1929-12-12,02:34
Bien bailable,T0370329740,?,Nicolás D'Alessandro,,,02:48
Bien bailable,T0370329740,?,Nicolás D'Alessandro,,1956,
Bien bohemio,T0370317568,tango,Francisco Rotundo,Julio Sosa,1954-04-12,03:24
Bien bohemio,T0370317568,tango,-unspecified guitars-,Carlos Bares,1957-06-14,03:26
Bien cerca de Buenos Aires,T0371705462,tango,,Susana Rinaldi,1980--1981,03:27
Bien compadre,T0370084835,tango,Lucio Demare,-,1949,02:42
Bien compadre,T0370084835,tango,Osvaldo Pugliese,-,,03:11
Bien compadre,T0370084835,tango,Osvaldo Pugliese,-,1949-09-27,03:14
Bien compadre,T0370084835,tango,Sexteto Tango,-,,03:38
Bien compadre,T0370084835,tango,Orquesta Escuela de tango,-,,04:26
Bien completo,T0372002577,?,Ernesto Franco,,,
Bien criolla y bien porteña,T0370224853,milonga,,Floreal Ruíz,,02:17
Bien criolla y bien porteña,T0370224853,milonga,,Rubén Juárez,,02:22
Bien criolla y bien porteña,T0370224853,milonga,,Mercedes Simone,,02:38
Bien criolla y bien porteña,T0370224853,milonga,,Rosanna Falasca,1982,
Bien criolla y bien porteña,T0370224853,milonga,Alfredo Malerba,Libertad Lamarque,1945-07-23,03:17
Bien criolla y bien porteña,T0370224853,milonga,Miguel Caló,,,02:30
Bien criolla y bien porteña,T0370224853,milonga,Miguel Caló,"Alberto Podestá, Raúl Berón",1963--1966,
Bien criolla y bien porteña,T0370224853,milonga,Miguel Caló,"Luis Tolosa, Raúl Iriarte",1945-03-09,02:32
Bien criolla y bien porteña,T0370224853,milonga,Orlando Tripodi,Rosanna Falasca,,02:19
Bien criolla y bien porteña,T0370224853,milonga,Armando Pontier,,1972,
Bien criolla y bien porteña,T0370224853,milonga,Ricardo Tanturi,Enrique Campos,1945-07-13,02:26
Bien de abajo,T0370861327,tango,,Rubén Juárez,,02:11
Bien de abajo,T0370861327,tango,Osvaldo Pugliese,Abel Córdoba,1967,02:58
Bien de bute,T0370950212,tango,-unspecified orchestra-,,,
Bien de tango,T0371039154,tango,Osvaldo Pugliese,-,1967,03:12
Bien frappé,T0370166123,tango,,Hugo del Carril,,02:27
Bien frappé,T0370166123,tango,,"Hugo del Carril, Julián Centeya",,02:49
Bien frappé,T0370166123,tango,Carlos Di Sarli,,,03:00
Bien frappé,T0370166123,tango,Carlos Di Sarli,Mario Pomar,1954-08-31,03:04
Bien frappé,T0370166123,tango,Carlos Di Sarli,Roberto Rufino,1941-05-20,02:49
Bien frappé,T0370166123,tango,,Hugo del Carril,,02:17
Bien frappé,T0370166123,tango,-unspecified guitars-,"Hugo del Carril, Julián Centeya",1942-01-05,02:48
Bien jaileife,T0370334705,tango,Carlos Figari,Enrique Dumas,1955,03:12
Bien jaileife,T0370334705,tango,Alberto Mancione,Héctor Alvarado,1955-06-03,02:48
Bien jaileife,T0370334705,tango,Juan D'Arienzo,Alberto Echagüe,1955-12-22,02:57
Bien jugoso,T0371117917,tango,Donato Racciatti,,,02:07
Bien marcado,T0426466387,tango,I Salonisti,-,,02:08
Bien milonga,T0370277556,tango,,-,,
Bien milonga,T0370277556,tango,Aníbal Troilo,-,1951,03:28
Bien milonga,T0370277556,tango,Osvaldo Pugliese,-,1951-07-31,03:16
Bien nuestro,T0370861350,tango,"Carlos García, Roberto Grela",-,1966-09-26,02:22
Bien nuestro,T0370861350,tango,Roberto Grela,,,02:23
Bien polenta,,?,Alberto Echagüe,Alberto Echagüe,,02:07
Bien porteña,T0370334727,tango,,-,,02:02
Bien porteña,T0370334727,milonga,Juan D'Arienzo,-,1957-06-13,02:04
Bien porteña,T0370334727,milonga,,-,1960,02:09
Bien porteño,T0370199635,tango,Aníbal Troilo,-,1944-03-30,02:21
Bien pulenta,T0370155499,tango,Francisco Rotundo,Carlos Roldán,1950-12-29,03:19
Bien pulenta,T0370155499,tango,Juan D'Arienzo,Alberto Echagüe,1950-05-05,02:49
